algo,alphabet,text_size,pattern_size,sub_cnt,avg_time,avg_oper
cooler_kmp,binary,100000,1600,4,3389407,376564
cooler_kmp,binary,100000,1700,4,3424129,402663
cooler_kmp,binary,100000,1800,4,3630370,448490
cooler_kmp,binary,100000,1900,4,3877287,506463
cooler_kmp,binary,100000,2000,4,3492047,483358
cooler_kmp,binary,100000,2100,4,3707558,537134
cooler_kmp,binary,100000,2200,4,3740309,563383
cooler_kmp,binary,100000,2300,4,3647180,577278
cooler_kmp,binary,100000,2400,4,3565333,584396
cooler_kmp,binary,100000,2500,4,3647999,618502
cooler_kmp,binary,100000,2600,4,4142463,725121
cooler_kmp,binary,100000,2700,4,4049653,744114
cooler_kmp,binary,100000,2800,4,3927192,744813
cooler_kmp,binary,100000,2900,4,3734730,729678
cooler_kmp,binary,100000,3000,4,3539047,713462
cooler_kmp,nonbinary,10000,100,0,13779,2970
cooler_kmp,nonbinary,10000,200,0,13818,5970
cooler_kmp,nonbinary,10000,300,0,14511,8970
cooler_kmp,nonbinary,10000,400,0,14836,11970
cooler_kmp,nonbinary,10000,500,0,15838,14970
cooler_kmp,nonbinary,10000,600,0,17214,17970
cooler_kmp,nonbinary,10000,700,0,16342,20970
cooler_kmp,nonbinary,10000,800,0,15688,23970
cooler_kmp,nonbinary,10000,900,0,17139,26970
cooler_kmp,nonbinary,10000,1000,0,20403,29970
cooler_kmp,nonbinary,10000,1100,0,19835,32970
cooler_kmp,nonbinary,10000,1200,0,19475,35970
cooler_kmp,nonbinary,10000,1300,0,19691,38970
cooler_kmp,nonbinary,10000,1400,0,19482,41970
cooler_kmp,nonbinary,10000,1500,0,21823,44970
cooler_kmp,nonbinary,10000,1600,0,20729,47970
cooler_kmp,nonbinary,10000,1700,0,22205,50970
cooler_kmp,nonbinary,10000,1800,0,22288,53970
cooler_kmp,nonbinary,10000,1900,0,23456,56970
cooler_kmp,nonbinary,10000,2000,0,23528,59970
cooler_kmp,nonbinary,10000,2100,0,26249,62970
cooler_kmp,nonbinary,10000,2200,0,24240,65970
cooler_kmp,nonbinary,10000,2300,0,27347,68970
cooler_kmp,nonbinary,10000,2400,0,28645,71970
cooler_kmp,nonbinary,10000,2500,0,27398,74970
cooler_kmp,nonbinary,10000,2600,0,26826,77970
cooler_kmp,nonbinary,10000,2700,0,29727,80970
cooler_kmp,nonbinary,10000,2800,0,29160,83970
cooler_kmp,nonbinary,10000,2900,0,28482,86970
cooler_kmp,nonbinary,10000,3000,0,30972,89970
cooler_kmp,nonbinary,100000,100,0,173964,2970
cooler_kmp,nonbinary,100000,200,0,157076,5970
cooler_kmp,nonbinary,100000,300,0,190507,8970
cooler_kmp,nonbinary,100000,400,0,161098,11970
cooler_kmp,nonbinary,100000,500,0,159411,14970
cooler_kmp,nonbinary,100000,600,0,176663,17970
cooler_kmp,nonbinary,100000,700,0,173715,20970
cooler_kmp,nonbinary,100000,800,0,171070,23970
cooler_kmp,nonbinary,100000,900,0,174779,26970
cooler_kmp,nonbinary,100000,1000,0,152627,29970
cooler_kmp,nonbinary,100000,1100,0,165056,32970
cooler_kmp,nonbinary,100000,1200,0,164308,35970
cooler_kmp,nonbinary,100000,1300,0,150777,38970
cooler_kmp,nonbinary,100000,1400,0,182132,41970
cooler_kmp,nonbinary,100000,1500,0,178756,44970
cooler_kmp,nonbinary,100000,1600,0,170585,47970
cooler_kmp,nonbinary,100000,1700,0,190775,50970
cooler_kmp,nonbinary,100000,1800,0,162545,53970
cooler_kmp,nonbinary,100000,1900,0,184073,56970
cooler_kmp,nonbinary,100000,2000,0,192395,59970
cooler_kmp,nonbinary,100000,2100,0,191233,62970
cooler_kmp,nonbinary,100000,2200,0,168597,65970
cooler_kmp,nonbinary,100000,2300,0,185028,68970
cooler_kmp,nonbinary,100000,2400,0,198491,71970
cooler_kmp,nonbinary,100000,2500,0,194027,74970
cooler_kmp,nonbinary,100000,2600,0,163508,77970
cooler_kmp,nonbinary,100000,2700,0,183238,80970
cooler_kmp,nonbinary,100000,2800,0,179691,83970
cooler_kmp,nonbinary,100000,2900,0,186753,86970
cooler_kmp,nonbinary,100000,3000,0,192993,89970
cooler_kmp,nonbinary,10000,100,1,49562,6949
cooler_kmp,nonbinary,10000,200,1,55736,15163
cooler_kmp,nonbinary,10000,300,1,67007,26013
cooler_kmp,nonbinary,10000,400,1,61960,32558
cooler_kmp,nonbinary,10000,500,1,63655,40419
cooler_kmp,nonbinary,10000,600,1,65743,48698
cooler_kmp,nonbinary,10000,700,1,59560,50537
cooler_kmp,nonbinary,10000,800,1,64258,62322
cooler_kmp,nonbinary,10000,900,1,58611,63109
cooler_kmp,nonbinary,10000,1000,1,67085,77322
cooler_kmp,nonbinary,10000,1100,1,62551,78138
cooler_kmp,nonbinary,10000,1200,1,65700,88486
cooler_kmp,nonbinary,10000,1300,1,68797,97814
cooler_kmp,nonbinary,10000,1400,1,65838,99888
cooler_kmp,nonbinary,10000,1500,1,75901,119170
cooler_kmp,nonbinary,10000,1600,1,74500,122803
cooler_kmp,nonbinary,10000,1700,1,75437,128954
cooler_kmp,nonbinary,10000,1800,1,76477,135464
cooler_kmp,nonbinary,10000,1900,1,70409,133879
cooler_kmp,nonbinary,10000,2000,1,72362,139730
cooler_kmp,nonbinary,10000,2100,1,78260,153646
cooler_kmp,nonbinary,10000,2200,1,75000,152390
cooler_kmp,nonbinary,10000,2300,1,86298,177942
cooler_kmp,nonbinary,10000,2400,1,92972,193599
cooler_kmp,nonbinary,10000,2500,1,83610,185175
cooler_kmp,nonbinary,10000,2600,1,93732,209739
cooler_kmp,nonbinary,10000,2700,1,85058,195137
cooler_kmp,nonbinary,10000,2800,1,87189,204047
cooler_kmp,nonbinary,10000,2900,1,88074,208728
cooler_kmp,nonbinary,10000,3000,1,88835,218627
cooler_kmp,nonbinary,100000,100,1,642985,7128
cooler_kmp,nonbinary,100000,200,1,674043,14745
cooler_kmp,nonbinary,100000,300,1,702815,22963
cooler_kmp,nonbinary,100000,400,1,752885,31840
cooler_kmp,nonbinary,100000,500,1,677946,36826
cooler_kmp,nonbinary,100000,600,1,708401,45643
cooler_kmp,nonbinary,100000,700,1,715549,54522
cooler_kmp,nonbinary,100000,800,1,622846,55610
cooler_kmp,nonbinary,100000,900,1,689680,66346
cooler_kmp,nonbinary,100000,1000,1,658436,71028
cooler_kmp,nonbinary,100000,1100,1,673367,80446
cooler_kmp,nonbinary,100000,1200,1,711806,90644
cooler_kmp,nonbinary,100000,1300,1,663591,93528
cooler_kmp,nonbinary,100000,1400,1,705411,107443
cooler_kmp,nonbinary,100000,1500,1,684947,111075
cooler_kmp,nonbinary,100000,1600,1,664113,113209
cooler_kmp,nonbinary,100000,1700,1,715245,125895
cooler_kmp,nonbinary,100000,1800,1,728154,136004
cooler_kmp,nonbinary,100000,1900,1,681176,136158
cooler_kmp,nonbinary,100000,2000,1,658548,145127
cooler_kmp,nonbinary,100000,2100,1,700194,154276
cooler_kmp,nonbinary,100000,2200,1,708766,163605
cooler_kmp,nonbinary,100000,2300,1,720845,175873
cooler_kmp,nonbinary,100000,2400,1,817602,197197
cooler_kmp,nonbinary,100000,2500,1,691527,179928
cooler_kmp,nonbinary,100000,2600,1,686489,185568
cooler_kmp,nonbinary,100000,2700,1,739584,208092
cooler_kmp,nonbinary,100000,2800,1,728253,212444
cooler_kmp,nonbinary,100000,2900,1,786959,230470
cooler_kmp,nonbinary,100000,3000,1,799712,238420
cooler_kmp,nonbinary,10000,100,2,188440,22839
cooler_kmp,nonbinary,10000,200,2,227096,53312
cooler_kmp,nonbinary,10000,300,2,221915,77231
cooler_kmp,nonbinary,10000,400,2,206841,95760
cooler_kmp,nonbinary,10000,500,2,234128,132035
cooler_kmp,nonbinary,10000,600,2,235581,157596
cooler_kmp,nonbinary,10000,700,2,223470,170695
cooler_kmp,nonbinary,10000,800,2,236564,203265
cooler_kmp,nonbinary,10000,900,2,216564,205241
cooler_kmp,nonbinary,10000,1000,2,255935,262237
cooler_kmp,nonbinary,10000,1100,2,231976,262441
cooler_kmp,nonbinary,10000,1200,2,261589,317615
cooler_kmp,nonbinary,10000,1300,2,247188,315657
cooler_kmp,nonbinary,10000,1400,2,272146,370595
cooler_kmp,nonbinary,10000,1500,2,286745,409676
cooler_kmp,nonbinary,10000,1600,2,272744,399590
cooler_kmp,nonbinary,10000,1700,2,276702,432225
cooler_kmp,nonbinary,10000,1800,2,258782,421505
cooler_kmp,nonbinary,10000,1900,2,278380,471711
cooler_kmp,nonbinary,10000,2000,2,318855,561319
cooler_kmp,nonbinary,10000,2100,2,316980,574916
cooler_kmp,nonbinary,10000,2200,2,308038,576577
cooler_kmp,nonbinary,10000,2300,2,288525,551070
cooler_kmp,nonbinary,10000,2400,2,324824,640533
cooler_kmp,nonbinary,10000,2500,2,301909,604258
cooler_kmp,nonbinary,10000,2600,2,320629,656507
cooler_kmp,nonbinary,10000,2700,2,341181,719823
cooler_kmp,nonbinary,10000,2800,2,327966,702828
cooler_kmp,nonbinary,10000,2900,2,329154,723590
cooler_kmp,nonbinary,10000,3000,2,345139,761146
cooler_kmp,nonbinary,100000,100,2,2869919,26254
cooler_kmp,nonbinary,100000,200,2,2503065,46804
cooler_kmp,nonbinary,100000,300,2,2683819,74809
cooler_kmp,nonbinary,100000,400,2,3084192,115031
cooler_kmp,nonbinary,100000,500,2,2925771,135927
cooler_kmp,nonbinary,100000,600,2,2910609,161370
cooler_kmp,nonbinary,100000,700,2,2397407,158533
cooler_kmp,nonbinary,100000,800,2,3077390,227954
cooler_kmp,nonbinary,100000,900,2,2687915,224660
cooler_kmp,nonbinary,100000,1000,2,2654569,246653
cooler_kmp,nonbinary,100000,1100,2,3089834,311236
cooler_kmp,nonbinary,100000,1200,2,2675578,298191
cooler_kmp,nonbinary,100000,1300,2,2743924,326178
cooler_kmp,nonbinary,100000,1400,2,2994567,386124
cooler_kmp,nonbinary,100000,1500,2,2659611,365606
cooler_kmp,nonbinary,100000,1600,2,2966804,431250
cooler_kmp,nonbinary,100000,1700,2,3027888,465865
cooler_kmp,nonbinary,100000,1800,2,3076198,500841
cooler_kmp,nonbinary,100000,1900,2,2938189,507033
cooler_kmp,nonbinary,100000,2000,2,3185912,570314
cooler_kmp,nonbinary,100000,2100,2,2600437,498092
cooler_kmp,nonbinary,100000,2200,2,2767434,554807
cooler_kmp,nonbinary,100000,2300,2,2609653,536586
cooler_kmp,nonbinary,100000,2400,2,3058259,657086
cooler_kmp,nonbinary,100000,2500,2,2736093,615503
cooler_kmp,nonbinary,100000,2600,2,2911252,675999
cooler_kmp,nonbinary,100000,2700,2,3072321,739256
cooler_kmp,nonbinary,100000,2800,2,3175487,790157
cooler_kmp,nonbinary,100000,2900,2,2950816,754029
cooler_kmp,nonbinary,100000,3000,2,2686807,728757
cooler_kmp,nonbinary,10000,100,3,766718,89575
cooler_kmp,nonbinary,10000,200,3,806294,186443
cooler_kmp,nonbinary,10000,300,3,875239,298701
cooler_kmp,nonbinary,10000,400,3,859683,384476
cooler_kmp,nonbinary,10000,500,3,931722,513770
cooler_kmp,nonbinary,10000,600,3,860214,564617
cooler_kmp,nonbinary,10000,700,3,878511,657199
cooler_kmp,nonbinary,10000,800,3,866661,731324
cooler_kmp,nonbinary,10000,900,3,898650,843891
cooler_kmp,nonbinary,10000,1000,3,875199,889209
cooler_kmp,nonbinary,10000,1100,3,920950,1003936
cooler_kmp,nonbinary,10000,1200,3,988247,1163629
cooler_kmp,nonbinary,10000,1300,3,1046902,1306274
cooler_kmp,nonbinary,10000,1400,3,1034361,1387108
cooler_kmp,nonbinary,10000,1500,3,972591,1372484
cooler_kmp,nonbinary,10000,1600,3,1040052,1519689
cooler_kmp,nonbinary,10000,1700,3,1077165,1649389
cooler_kmp,nonbinary,10000,1800,3,1215112,1941840
cooler_kmp,nonbinary,10000,1900,3,1011289,1685742
cooler_kmp,nonbinary,10000,2000,3,1113781,1898050
cooler_kmp,nonbinary,10000,2100,3,1134601,2018818
cooler_kmp,nonbinary,10000,2200,3,1244362,2273985
cooler_kmp,nonbinary,10000,2300,3,1158639,2193246
cooler_kmp,nonbinary,10000,2400,3,1186117,2263456
cooler_kmp,nonbinary,10000,2500,3,1321183,2578218
cooler_kmp,nonbinary,10000,2600,3,1170587,2318048
cooler_kmp,nonbinary,10000,2700,3,1312696,2685774
cooler_kmp,nonbinary,10000,2800,3,1388256,2847422
cooler_kmp,nonbinary,10000,2900,3,1422583,3046559
cooler_kmp,nonbinary,10000,3000,3,1302908,2827757
cooler_kmp,nonbinary,100000,100,3,12374550,109711
cooler_kmp,nonbinary,100000,200,3,12754055,227277
cooler_kmp,nonbinary,100000,300,3,11237265,302737
cooler_kmp,nonbinary,100000,400,3,10783688,384596
cooler_kmp,nonbinary,100000,500,3,11478678,510626
cooler_kmp,nonbinary,100000,600,3,11360862,603252
cooler_kmp,nonbinary,100000,700,3,11086580,686138
cooler_kmp,nonbinary,100000,800,3,10596325,751459
cooler_kmp,nonbinary,100000,900,3,11158592,881379
cooler_kmp,nonbinary,100000,1000,3,11051886,974324
cooler_kmp,nonbinary,100000,1100,3,11633720,1126914
cooler_kmp,nonbinary,100000,1200,3,10550826,1107156
cooler_kmp,nonbinary,100000,1300,3,12020549,1364339
cooler_kmp,nonbinary,100000,1400,3,10853631,1327511
cooler_kmp,nonbinary,100000,1500,3,10746933,1413407
