algo,alphabet,text_size,pattern_size,sub_cnt,avg_time,avg_oper
cooler_kmp,nonbinary,100000,1600,3,11352667,1587807
cooler_kmp,nonbinary,100000,1700,3,10510866,1571405
cooler_kmp,nonbinary,100000,1800,3,9915918,1558653
cooler_kmp,nonbinary,100000,1900,3,11722881,1927864
cooler_kmp,nonbinary,100000,2000,3,10689854,1842878
cooler_kmp,nonbinary,100000,2100,3,11758851,2146017
cooler_kmp,nonbinary,100000,2200,3,11270493,2127532
cooler_kmp,nonbinary,100000,2300,3,12261954,2433261
cooler_kmp,nonbinary,100000,2400,3,11792337,2438343
cooler_kmp,nonbinary,100000,2500,3,11904046,2542232
cooler_kmp,nonbinary,100000,2600,3,11230108,2502057
cooler_kmp,nonbinary,100000,2700,3,11528528,2661483
cooler_kmp,nonbinary,100000,2800,3,11186513,2666887
cooler_kmp,nonbinary,100000,2900,3,11828790,2901319
cooler_kmp,nonbinary,100000,3000,3,11416759,2916827
cooler_kmp,nonbinary,10000,100,4,3422798,403207
cooler_kmp,nonbinary,10000,200,4,3736038,865411
cooler_kmp,nonbinary,10000,300,4,3431813,1177491
cooler_kmp,nonbinary,10000,400,4,3012002,1362664
cooler_kmp,nonbinary,10000,500,4,3252465,1819304
cooler_kmp,nonbinary,10000,600,4,3565017,2341850
cooler_kmp,nonbinary,10000,700,4,3329640,2493123
cooler_kmp,nonbinary,10000,800,4,3639416,3098841
cooler_kmp,nonbinary,10000,900,4,3816575,3562737
cooler_kmp,nonbinary,10000,1000,4,3463417,3507988
cooler_kmp,nonbinary,10000,1100,4,3698131,4052672
cooler_kmp,nonbinary,10000,1200,4,3838141,4554161
cooler_kmp,nonbinary,10000,1300,4,4201480,5314728
cooler_kmp,nonbinary,10000,1400,4,4409970,5875800
cooler_kmp,nonbinary,10000,1500,4,3787968,5279927
cooler_kmp,nonbinary,10000,1600,4,4065649,5933409
cooler_kmp,nonbinary,10000,1700,4,3871949,5926791
cooler_kmp,nonbinary,10000,1800,4,4209788,6718725
cooler_kmp,nonbinary,10000,1900,4,4352070,7134353
cooler_kmp,nonbinary,10000,2000,4,4438848,7614990
cooler_kmp,nonbinary,10000,2100,4,5073982,8886956
cooler_kmp,nonbinary,10000,2200,4,4709689,8401939
cooler_kmp,nonbinary,10000,2300,4,4596530,8524692
cooler_kmp,nonbinary,10000,2400,4,4669562,8887575
cooler_kmp,nonbinary,10000,2500,4,4937674,9635894
cooler_kmp,nonbinary,10000,2600,4,5086779,10157151
cooler_kmp,nonbinary,10000,2700,4,4704868,9417620
cooler_kmp,nonbinary,10000,2800,4,5480223,11295644
cooler_kmp,nonbinary,10000,2900,4,5380081,11260875
cooler_kmp,nonbinary,10000,3000,4,5774753,12357379
cooler_kmp,nonbinary,100000,100,4,43972025,388743
cooler_kmp,nonbinary,100000,200,4,43609545,770309
cooler_kmp,nonbinary,100000,300,4,46868724,1236604
cooler_kmp,nonbinary,100000,400,4,45870093,1603261
cooler_kmp,nonbinary,100000,500,4,44886894,1972596
cooler_kmp,nonbinary,100000,600,4,44838130,2351015
cooler_kmp,nonbinary,100000,700,4,46357354,2838079
cooler_kmp,nonbinary,100000,800,4,43889060,3062407
cooler_kmp,nonbinary,100000,900,4,46509008,3653086
cooler_kmp,nonbinary,100000,1000,4,44277133,3866729
cooler_kmp,nonbinary,100000,1100,4,41376474,3987391
cooler_kmp,nonbinary,100000,1200,4,50129300,5204499
cooler_kmp,nonbinary,100000,1300,4,45833973,5126893
cooler_kmp,nonbinary,100000,1400,4,46475893,5643286
cooler_kmp,nonbinary,100000,1500,4,48227790,6242735
cooler_kmp,nonbinary,100000,1600,4,42502217,5865771
cooler_kmp,nonbinary,100000,1700,4,45855364,6751995
cooler_kmp,nonbinary,100000,1800,4,45464358,7011782
cooler_kmp,nonbinary,100000,1900,4,44899791,7307541
cooler_kmp,nonbinary,100000,2000,4,43080480,7362516
cooler_kmp,nonbinary,100000,2100,4,45993416,8268590
cooler_kmp,nonbinary,100000,2200,4,48612383,9104519
cooler_kmp,nonbinary,100000,2300,4,43457913,8529519
cooler_kmp,nonbinary,100000,2400,4,51802848,10499703
cooler_kmp,nonbinary,100000,2500,4,46810144,9910284
cooler_kmp,nonbinary,100000,2600,4,43620817,9553664
cooler_kmp,nonbinary,100000,2700,4,48398671,11074266
cooler_kmp,nonbinary,100000,2800,4,44282124,10456784
cooler_kmp,nonbinary,100000,2900,4,44904146,10871250
cooler_kmp,nonbinary,100000,3000,4,45303179,11361411
kmp,binary,10000,100,0,18947,80031
kmp,binary,10000,200,0,17813,76556
kmp,binary,10000,300,0,19995,84883
kmp,binary,10000,400,0,18362,80501
kmp,binary,10000,500,0,21304,91279
kmp,binary,10000,600,0,20084,86439
kmp,binary,10000,700,0,21577,91729
kmp,binary,10000,800,0,19292,85653
kmp,binary,10000,900,0,20019,88244
kmp,binary,10000,1000,0,23993,101172
kmp,binary,10000,1100,0,24019,100122
kmp,binary,10000,1200,0,21291,92559
kmp,binary,10000,1300,0,23540,99759
kmp,binary,10000,1400,0,23224,100988
kmp,binary,10000,1500,0,22934,99040
kmp,binary,10000,1600,0,23855,102956
kmp,binary,10000,1700,0,24992,105982
kmp,binary,10000,1800,0,24322,105673
kmp,binary,10000,1900,0,25125,106577
kmp,binary,10000,2000,0,26598,111489
kmp,binary,10000,2100,0,25113,108385
kmp,binary,10000,2200,0,24899,108296
kmp,binary,10000,2300,0,25263,109566
kmp,binary,10000,2400,0,27440,116361
kmp,binary,10000,2500,0,23971,107874
kmp,binary,10000,2600,0,25420,111865
kmp,binary,10000,2700,0,25136,110402
kmp,binary,10000,2800,0,27150,117501
kmp,binary,10000,2900,0,24077,109661
kmp,binary,10000,3000,0,26210,116425
kmp,binary,100000,100,0,230044,785943
kmp,binary,100000,200,0,233665,805445
kmp,binary,100000,300,0,263422,898602
kmp,binary,100000,400,0,259498,884940
kmp,binary,100000,500,0,247581,847054
kmp,binary,100000,600,0,232411,803834
kmp,binary,100000,700,0,247267,854225
kmp,binary,100000,800,0,243162,836408
kmp,binary,100000,900,0,265888,915043
kmp,binary,100000,1000,0,272251,930519
kmp,binary,100000,1100,0,231705,789999
kmp,binary,100000,1200,0,225102,766482
kmp,binary,100000,1300,0,228640,784092
kmp,binary,100000,1400,0,239803,818587
kmp,binary,100000,1500,0,259138,889629
kmp,binary,100000,1600,0,226166,781300
kmp,binary,100000,1700,0,233487,804810
kmp,binary,100000,1800,0,258080,872612
kmp,binary,100000,1900,0,234012,801576
kmp,binary,100000,2000,0,255908,880484
kmp,binary,100000,2100,0,237130,810324
kmp,binary,100000,2200,0,229739,794533
kmp,binary,100000,2300,0,260554,894862
kmp,binary,100000,2400,0,228983,789596
kmp,binary,100000,2500,0,252010,861041
kmp,binary,100000,2600,0,247820,854912
kmp,binary,100000,2700,0,240023,822036
kmp,binary,100000,2800,0,236443,807672
kmp,binary,100000,2900,0,242905,837426
kmp,binary,100000,3000,0,218124,755195
kmp,binary,10000,100,1,21901,87502
kmp,binary,10000,200,1,20306,82227
kmp,binary,10000,300,1,21926,87690
kmp,binary,10000,400,1,20215,82287
kmp,binary,10000,500,1,20225,83432
kmp,binary,10000,600,1,22516,91467
kmp,binary,10000,700,1,20273,84925
kmp,binary,10000,800,1,21154,87468
kmp,binary,10000,900,1,24916,99639
kmp,binary,10000,1000,1,23633,96552
kmp,binary,10000,1100,1,23790,98061
kmp,binary,10000,1200,1,24124,98813
kmp,binary,10000,1300,1,22450,94967
kmp,binary,10000,1400,1,22997,96998
kmp,binary,10000,1500,1,25323,103059
kmp,binary,10000,1600,1,24877,101804
kmp,binary,10000,1700,1,22161,95954
kmp,binary,10000,1800,1,24093,100307
kmp,binary,10000,1900,1,28006,113075
kmp,binary,10000,2000,1,25575,106592
kmp,binary,10000,2100,1,29500,119448
kmp,binary,10000,2200,1,25454,108081
kmp,binary,10000,2300,1,27739,116063
kmp,binary,10000,2400,1,27483,115616
kmp,binary,10000,2500,1,28592,118671
kmp,binary,10000,2600,1,25800,112630
kmp,binary,10000,2700,1,26827,115250
kmp,binary,10000,2800,1,27175,114911
kmp,binary,10000,2900,1,28043,117375
kmp,binary,10000,3000,1,26859,117614
kmp,binary,100000,100,1,254184,833694
kmp,binary,100000,200,1,268593,877222
kmp,binary,100000,300,1,243972,798048
kmp,binary,100000,400,1,266751,874026
kmp,binary,100000,500,1,219545,714971
kmp,binary,100000,600,1,268382,868023
kmp,binary,100000,700,1,277270,905355
kmp,binary,100000,800,1,247151,809951
kmp,binary,100000,900,1,261231,853614
kmp,binary,100000,1000,1,237083,798994
kmp,binary,100000,1100,1,256145,830728
kmp,binary,100000,1200,1,272563,896807
kmp,binary,100000,1300,1,275560,903025
kmp,binary,100000,1400,1,266626,869609
kmp,binary,100000,1500,1,246486,811779
kmp,binary,100000,1600,1,248648,819895
kmp,binary,100000,1700,1,261687,855875
kmp,binary,100000,1800,1,249190,819619
kmp,binary,100000,1900,1,288435,931620
kmp,binary,100000,2000,1,255441,838299
kmp,binary,100000,2100,1,263427,862653
kmp,binary,100000,2200,1,258557,851664
kmp,binary,100000,2300,1,261592,862767
kmp,binary,100000,2400,1,249566,827640
kmp,binary,100000,2500,1,268263,881836
kmp,binary,100000,2600,1,260953,860728
kmp,binary,100000,2700,1,232819,770766
kmp,binary,100000,2800,1,272652,888032
kmp,binary,100000,2900,1,249084,821822
kmp,binary,100000,3000,1,285833,933801
kmp,binary,10000,100,2,20799,85911
kmp,binary,10000,200,2,20521,84628
kmp,binary,10000,300,2,20741,84661
kmp,binary,10000,400,2,21382,88384
kmp,binary,10000,500,2,22174,90383
kmp,binary,10000,600,2,21742,89481
kmp,binary,10000,700,2,20256,84522
kmp,binary,10000,800,2,21686,90845
kmp,binary,10000,900,2,23525,95532
kmp,binary,10000,1000,2,23946,97026
kmp,binary,10000,1100,2,21792,91541
kmp,binary,10000,1200,2,23778,97778
kmp,binary,10000,1300,2,23056,96064
kmp,binary,10000,1400,2,23057,96540
kmp,binary,10000,1500,2,24483,102634
kmp,binary,10000,1600,2,22781,96737
kmp,binary,10000,1700,2,26734,108902
kmp,binary,10000,1800,2,25154,104264
kmp,binary,10000,1900,2,25706,107705
kmp,binary,10000,2000,2,23547,102161
kmp,binary,10000,2100,2,24237,102772
kmp,binary,10000,2200,2,26744,111028
kmp,binary,10000,2300,2,27488,113281
kmp,binary,10000,2400,2,26372,110619
kmp,binary,10000,2500,2,25486,110202
kmp,binary,10000,2600,2,28333,117606
kmp,binary,10000,2700,2,28253,117873
kmp,binary,10000,2800,2,27566,117307
kmp,binary,10000,2900,2,26556,113118
kmp,binary,10000,3000,2,26588,113890
kmp,binary,100000,100,2,237789,781615
kmp,binary,100000,200,2,255839,843632
kmp,binary,100000,300,2,254689,843057
kmp,binary,100000,400,2,240350,788515
kmp,binary,100000,500,2,239988,781687
kmp,binary,100000,600,2,238725,779135
kmp,binary,100000,700,2,266812,866944
kmp,binary,100000,800,2,255033,834046
kmp,binary,100000,900,2,241517,791132
kmp,binary,100000,1000,2,278808,904113
kmp,binary,100000,1100,2,264464,861304
kmp,binary,100000,1200,2,275725,897486
kmp,binary,100000,1300,2,274246,902388
kmp,binary,100000,1400,2,294521,963427
kmp,binary,100000,1500,2,240153,786151
kmp,binary,100000,1600,2,267121,869688
kmp,binary,100000,1700,2,248869,818407
kmp,binary,100000,1800,2,262582,870759
kmp,binary,100000,1900,2,245959,804381
kmp,binary,100000,2000,2,265068,868414
kmp,binary,100000,2100,2,256293,836439
kmp,binary,100000,2200,2,264232,863607
kmp,binary,100000,2300,2,264582,867937
kmp,binary,100000,2400,2,251939,834627
kmp,binary,100000,2500,2,275007,895438
kmp,binary,100000,2600,2,220360,732675
kmp,binary,100000,2700,2,261317,856884
kmp,binary,100000,2800,2,273289,902559
kmp,binary,100000,2900,2,247422,817209
kmp,binary,100000,3000,2,248868,817961
kmp,binary,10000,100,3,17707,74079
kmp,binary,10000,200,3,20696,85128
kmp,binary,10000,300,3,21704,88343
kmp,binary,10000,400,3,21587,88754
kmp,binary,10000,500,3,20828,86499
kmp,binary,10000,600,3,22510,94072
kmp,binary,10000,700,3,21219,88050
kmp,binary,10000,800,3,20658,85665
kmp,binary,10000,900,3,23130,94550
kmp,binary,10000,1000,3,21778,91120
kmp,binary,10000,1100,3,24217,98365
kmp,binary,10000,1200,3,25242,101541
kmp,binary,10000,1300,3,24557,99750
kmp,binary,10000,1400,3,25359,104829
kmp,binary,10000,1500,3,23753,99041
kmp,binary,10000,1600,3,22790,95243
kmp,binary,10000,1700,3,24624,100649
kmp,binary,10000,1800,3,26198,106582
kmp,binary,10000,1900,3,23772,100229
kmp,binary,10000,2000,3,24499,103075
kmp,binary,10000,2100,3,28364,114541
kmp,binary,10000,2200,3,27428,112205
kmp,binary,10000,2300,3,25145,108506
kmp,binary,10000,2400,3,25904,110049
kmp,binary,10000,2500,3,26742,113027
kmp,binary,10000,2600,3,24618,107819
kmp,binary,10000,2700,3,28261,118192
kmp,binary,10000,2800,3,26210,113314
kmp,binary,10000,2900,3,24521,108951
kmp,binary,10000,3000,3,27780,117923
kmp,binary,100000,100,3,257587,859664
kmp,binary,100000,200,3,245630,793819
kmp,binary,100000,300,3,245153,808100
kmp,binary,100000,400,3,229802,755853
kmp,binary,100000,500,3,251374,825702
kmp,binary,100000,600,3,260578,858754
kmp,binary,100000,700,3,234373,760357
kmp,binary,100000,800,3,258904,855500
kmp,binary,100000,900,3,255678,819241
kmp,binary,100000,1000,3,261406,853652
kmp,binary,100000,1100,3,264388,873096
kmp,binary,100000,1200,3,242930,791671
kmp,binary,100000,1300,3,259429,838716
kmp,binary,100000,1400,3,256010,832436
kmp,binary,100000,1500,3,232666,774462
kmp,binary,100000,1600,3,251306,821911
kmp,binary,100000,1700,3,254064,843082
kmp,binary,100000,1800,3,264441,853404
kmp,binary,100000,1900,3,237261,790700
kmp,binary,100000,2000,3,236030,778713
kmp,binary,100000,2100,3,276684,894034
kmp,binary,100000,2200,3,269031,878611
kmp,binary,100000,2300,3,286066,946349
kmp,binary,100000,2400,3,269481,878888
kmp,binary,100000,2500,3,256176,847970
kmp,binary,100000,2600,3,266312,871385
kmp,binary,100000,2700,3,263320,859169
kmp,binary,100000,2800,3,244018,804176
kmp,binary,100000,2900,3,287617,937137
kmp,binary,100000,3000,3,268042,881835
kmp,binary,10000,100,4,21351,88552
kmp,binary,10000,200,4,19629,81894
kmp,binary,10000,300,4,20694,86159
kmp,binary,10000,400,4,18833,79056
kmp,binary,10000,500,4,24286,96348
kmp,binary,10000,600,4,21325,88160
kmp,binary,10000,700,4,21519,89632
kmp,binary,10000,800,4,22929,93709
kmp,binary,10000,900,4,22832,93591
kmp,binary,10000,1000,4,22421,91467
kmp,binary,10000,1100,4,24915,100444
kmp,binary,10000,1200,4,23465,96250
kmp,binary,10000,1300,4,26842,107641
kmp,binary,10000,1400,4,23985,99705
kmp,binary,10000,1500,4,23858,99915
kmp,binary,10000,1600,4,22478,96016
kmp,binary,10000,1700,4,22632,96658
kmp,binary,10000,1800,4,24483,102904
kmp,binary,10000,1900,4,23886,102126
kmp,binary,10000,2000,4,22591,97546
kmp,binary,10000,2100,4,25501,107155
kmp,binary,10000,2200,4,24937,106092
kmp,binary,10000,2300,4,26110,109988
kmp,binary,10000,2400,4,28544,117844
kmp,binary,10000,2500,4,27254,112960
kmp,binary,10000,2600,4,25437,110374
kmp,binary,10000,2700,4,26578,111497
kmp,binary,10000,2800,4,28460,119780
kmp,binary,10000,2900,4,27230,114610
kmp,binary,10000,3000,4,27789,117542
kmp,binary,100000,100,4,236611,791255
kmp,binary,100000,200,4,257229,842976
kmp,binary,100000,300,4,248416,826759
kmp,binary,100000,400,4,251384,824333
kmp,binary,100000,500,4,226430,750513
kmp,binary,100000,600,4,263669,875786
kmp,binary,100000,700,4,286948,939389
kmp,binary,100000,800,4,243556,792069
kmp,binary,100000,900,4,251483,828032
kmp,binary,100000,1000,4,257426,842255
kmp,binary,100000,1100,4,260307,853455
kmp,binary,100000,1200,4,258013,844224
kmp,binary,100000,1300,4,259456,845104
kmp,binary,100000,1400,4,256626,850867
kmp,binary,100000,1500,4,233113,761609
kmp,binary,100000,1600,4,278366,895392
kmp,binary,100000,1700,4,289711,939712
kmp,binary,100000,1800,4,251070,833916
kmp,binary,100000,1900,4,260652,852939
kmp,binary,100000,2000,4,270624,884545
kmp,binary,100000,2100,4,254020,827041
kmp,binary,100000,2200,4,257299,845277
kmp,binary,100000,2300,4,234825,767096
kmp,binary,100000,2400,4,248261,818219
kmp,binary,100000,2500,4,261910,864617
kmp,binary,100000,2600,4,257929,850859
kmp,binary,100000,2700,4,241264,787052
kmp,binary,100000,2800,4,254489,834275
kmp,binary,100000,2900,4,269219,880061
kmp,binary,100000,3000,4,266571,884455
kmp,nonbinary,10000,100,0,12356,64680
kmp,nonbinary,10000,200,0,11350,63482
kmp,nonbinary,10000,300,0,11752,66278
kmp,nonbinary,10000,400,0,11609,65458
kmp,nonbinary,10000,500,0,12595,71272
kmp,nonbinary,10000,600,0,13073,74207
kmp,nonbinary,10000,700,0,11803,68933
kmp,nonbinary,10000,800,0,11458,68433
kmp,nonbinary,10000,900,0,12126,71293
kmp,nonbinary,10000,1000,0,13403,79241
kmp,nonbinary,10000,1100,0,14214,82992
kmp,nonbinary,10000,1200,0,13517,80118
kmp,nonbinary,10000,1300,0,13240,79226
kmp,nonbinary,10000,1400,0,12664,77038
kmp,nonbinary,10000,1500,0,14154,85060
kmp,nonbinary,10000,1600,0,13815,81976
kmp,nonbinary,10000,1700,0,14753,86965
kmp,nonbinary,10000,1800,0,14308,86867
kmp,nonbinary,10000,1900,0,14346,88913
kmp,nonbinary,10000,2000,0,13909,88345
kmp,nonbinary,10000,2100,0,16079,97853
kmp,nonbinary,10000,2200,0,13815,88567
kmp,nonbinary,10000,2300,0,16089,99266
kmp,nonbinary,10000,2400,0,16862,102921
kmp,nonbinary,10000,2500,0,15496,97557
kmp,nonbinary,10000,2600,0,14767,94762
kmp,nonbinary,10000,2700,0,16384,103999
kmp,nonbinary,10000,2800,0,16226,101802
kmp,nonbinary,10000,2900,0,14873,98377
kmp,nonbinary,10000,3000,0,16605,105984
kmp,nonbinary,100000,100,0,160650,667266
kmp,nonbinary,100000,200,0,146118,611318
kmp,nonbinary,100000,300,0,170712,696575
kmp,nonbinary,100000,400,0,147071,617119
kmp,nonbinary,100000,500,0,142468,587181
kmp,nonbinary,100000,600,0,157925,664083
kmp,nonbinary,100000,700,0,156751,657472
kmp,nonbinary,100000,800,0,155694,648667
kmp,nonbinary,100000,900,0,157621,647475
kmp,nonbinary,100000,1000,0,133919,569524
kmp,nonbinary,100000,1100,0,143814,600842
kmp,nonbinary,100000,1200,0,146009,609218
kmp,nonbinary,100000,1300,0,132123,556025
kmp,nonbinary,100000,1400,0,161063,676102
kmp,nonbinary,100000,1500,0,153704,655045
kmp,nonbinary,100000,1600,0,148870,630547
kmp,nonbinary,100000,1700,0,164070,690201
kmp,nonbinary,100000,1800,0,144905,617485
kmp,nonbinary,100000,1900,0,160993,682234
kmp,nonbinary,100000,2000,0,168467,707901
kmp,nonbinary,100000,2100,0,164312,696850
kmp,nonbinary,100000,2200,0,143939,612142
kmp,nonbinary,100000,2300,0,157364,659683
kmp,nonbinary,100000,2400,0,171587,718392
kmp,nonbinary,100000,2500,0,164542,693342
kmp,nonbinary,100000,2600,0,139328,597383
kmp,nonbinary,100000,2700,0,155703,664506
kmp,nonbinary,100000,2800,0,149187,635758
kmp,nonbinary,100000,2900,0,158998,671564
kmp,nonbinary,100000,3000,0,165661,710976
kmp,nonbinary,10000,100,1,13232,64803
kmp,nonbinary,10000,200,1,13339,66952
kmp,nonbinary,10000,300,1,13012,66375
kmp,nonbinary,10000,400,1,11710,61425
kmp,nonbinary,10000,500,1,12673,66466
kmp,nonbinary,10000,600,1,14140,73597
kmp,nonbinary,10000,700,1,14664,76472
kmp,nonbinary,10000,800,1,13771,73241
kmp,nonbinary,10000,900,1,14241,75263
kmp,nonbinary,10000,1000,1,14448,76768
kmp,nonbinary,10000,1100,1,15367,81268
kmp,nonbinary,10000,1200,1,14184,76349
kmp,nonbinary,10000,1300,1,14744,79909
kmp,nonbinary,10000,1400,1,15069,82817
kmp,nonbinary,10000,1500,1,15148,83714
kmp,nonbinary,10000,1600,1,15078,83971
kmp,nonbinary,10000,1700,1,16317,89098
kmp,nonbinary,10000,1800,1,16493,91817
kmp,nonbinary,10000,1900,1,14698,85391
kmp,nonbinary,10000,2000,1,15311,88537
kmp,nonbinary,10000,2100,1,16383,93009
kmp,nonbinary,10000,2200,1,17807,93026
kmp,nonbinary,10000,2300,1,16814,97890
kmp,nonbinary,10000,2400,1,18037,102641
kmp,nonbinary,10000,2500,1,16322,97362
kmp,nonbinary,10000,2600,1,17057,100609
kmp,nonbinary,10000,2700,1,17324,103219
kmp,nonbinary,10000,2800,1,17551,103982
kmp,nonbinary,10000,2900,1,16923,102092
kmp,nonbinary,10000,3000,1,16435,101112
kmp,nonbinary,100000,100,1,156667,621675
kmp,nonbinary,100000,200,1,171634,657416
kmp,nonbinary,100000,300,1,182143,678560
kmp,nonbinary,100000,400,1,186704,696720
kmp,nonbinary,100000,500,1,178077,697344
kmp,nonbinary,100000,600,1,188335,694237
kmp,nonbinary,100000,700,1,168540,623129
kmp,nonbinary,100000,800,1,173628,633535
kmp,nonbinary,100000,900,1,175490,675763
kmp,nonbinary,100000,1000,1,176282,664887
kmp,nonbinary,100000,1100,1,172301,632307
kmp,nonbinary,100000,1200,1,180409,663674
kmp,nonbinary,100000,1300,1,185667,683144
kmp,nonbinary,100000,1400,1,167791,619670
kmp,nonbinary,100000,1500,1,171128,624551
kmp,nonbinary,100000,1600,1,202148,747755
kmp,nonbinary,100000,1700,1,195776,733817
kmp,nonbinary,100000,1800,1,188485,702922
kmp,nonbinary,100000,1900,1,185225,694935
kmp,nonbinary,100000,2000,1,156210,585392
kmp,nonbinary,100000,2100,1,186730,689146
kmp,nonbinary,100000,2200,1,183762,683076
kmp,nonbinary,100000,2300,1,168818,625655
kmp,nonbinary,100000,2400,1,196011,723217
kmp,nonbinary,100000,2500,1,186352,727675
kmp,nonbinary,100000,2600,1,180920,690456
kmp,nonbinary,100000,2700,1,169625,645476
kmp,nonbinary,100000,2800,1,166677,627855
kmp,nonbinary,100000,2900,1,178704,682069
kmp,nonbinary,100000,3000,1,194391,735090
kmp,nonbinary,10000,100,2,11653,58928
kmp,nonbinary,10000,200,2,13695,67843
kmp,nonbinary,10000,300,2,12876,65609
kmp,nonbinary,10000,400,2,12795,66545
kmp,nonbinary,10000,500,2,13178,68955
kmp,nonbinary,10000,600,2,13272,70837
kmp,nonbinary,10000,700,2,14338,74943
kmp,nonbinary,10000,800,2,13899,74349
kmp,nonbinary,10000,900,2,12916,69966
kmp,nonbinary,10000,1000,2,15042,79206
kmp,nonbinary,10000,1100,2,14839,81333
kmp,nonbinary,10000,1200,2,14024,76693
kmp,nonbinary,10000,1300,2,14893,82579
kmp,nonbinary,10000,1400,2,13125,75498
kmp,nonbinary,10000,1500,2,15486,86023
kmp,nonbinary,10000,1600,2,15907,88048
kmp,nonbinary,10000,1700,2,15237,86081
kmp,nonbinary,10000,1800,2,14877,85362
kmp,nonbinary,10000,1900,2,15851,90701
kmp,nonbinary,10000,2000,2,14968,87889
kmp,nonbinary,10000,2100,2,16481,94011
kmp,nonbinary,10000,2200,2,16424,95731
kmp,nonbinary,10000,2300,2,16866,98543
kmp,nonbinary,10000,2400,2,16046,95992
kmp,nonbinary,10000,2500,2,16152,97299
kmp,nonbinary,10000,2600,2,16422,98594
kmp,nonbinary,10000,2700,2,17111,102539
kmp,nonbinary,10000,2800,2,17392,104916
kmp,nonbinary,10000,2900,2,15858,98769
kmp,nonbinary,10000,3000,2,17873,107293
kmp,nonbinary,100000,100,2,171563,669531
kmp,nonbinary,100000,200,2,179287,720043
kmp,nonbinary,100000,300,2,182586,681085
kmp,nonbinary,100000,400,2,170858,658082
kmp,nonbinary,100000,500,2,165531,626223
kmp,nonbinary,100000,600,2,178546,666712
kmp,nonbinary,100000,700,2,158015,591598
kmp,nonbinary,100000,800,2,175406,650472
kmp,nonbinary,100000,900,2,175707,651531
kmp,nonbinary,100000,1000,2,170507,638108
kmp,nonbinary,100000,1100,2,166596,643534
kmp,nonbinary,100000,1200,2,169955,641285
kmp,nonbinary,100000,1300,2,187875,698873
kmp,nonbinary,100000,1400,2,163978,626638
kmp,nonbinary,100000,1500,2,188122,700907
kmp,nonbinary,100000,1600,2,179951,685769
kmp,nonbinary,100000,1700,2,183093,684670
kmp,nonbinary,100000,1800,2,171855,643465
kmp,nonbinary,100000,1900,2,183570,701228
kmp,nonbinary,100000,2000,2,167396,616153
kmp,nonbinary,100000,2100,2,165927,635563
kmp,nonbinary,100000,2200,2,170256,645621
kmp,nonbinary,100000,2300,2,198531,738317
kmp,nonbinary,100000,2400,2,175834,666023
kmp,nonbinary,100000,2500,2,168915,635458
kmp,nonbinary,100000,2600,2,183812,703053
kmp,nonbinary,100000,2700,2,181372,684669
kmp,nonbinary,100000,2800,2,183873,699579
kmp,nonbinary,100000,2900,2,198669,741465
kmp,nonbinary,100000,3000,2,179592,687239
kmp,nonbinary,10000,100,3,13039,67211
kmp,nonbinary,10000,200,3,13294,66970
kmp,nonbinary,10000,300,3,15346,76637
kmp,nonbinary,10000,400,3,14019,71616
kmp,nonbinary,10000,500,3,14841,75979
kmp,nonbinary,10000,600,3,13807,71968
kmp,nonbinary,10000,700,3,14816,77115
kmp,nonbinary,10000,800,3,13833,73821
kmp,nonbinary,10000,900,3,13817,74294
kmp,nonbinary,10000,1000,3,14687,78517
kmp,nonbinary,10000,1100,3,14721,79247
kmp,nonbinary,10000,1200,3,14625,79811
kmp,nonbinary,10000,1300,3,16370,87711
kmp,nonbinary,10000,1400,3,14656,82632
kmp,nonbinary,10000,1500,3,14210,80943
kmp,nonbinary,10000,1600,3,14463,83053
kmp,nonbinary,10000,1700,3,14349,81917
kmp,nonbinary,10000,1800,3,14751,84602
kmp,nonbinary,10000,1900,3,16252,92025
kmp,nonbinary,10000,2000,3,16004,91806
kmp,nonbinary,10000,2100,3,15841,90630
kmp,nonbinary,10000,2200,3,15875,93140
kmp,nonbinary,10000,2300,3,16380,96111
kmp,nonbinary,10000,2400,3,15720,94305
kmp,nonbinary,10000,2500,3,15508,93506
kmp,nonbinary,10000,2600,3,16201,97802
kmp,nonbinary,10000,2700,3,16214,98965
kmp,nonbinary,10000,2800,3,17490,104049
kmp,nonbinary,10000,2900,3,15750,98226
kmp,nonbinary,10000,3000,3,16382,101824
kmp,nonbinary,100000,100,3,170666,683830
kmp,nonbinary,100000,200,3,181745,726179
kmp,nonbinary,100000,300,3,156260,615827
kmp,nonbinary,100000,400,3,148225,564740
kmp,nonbinary,100000,500,3,173298,660382
kmp,nonbinary,100000,600,3,176575,662406
kmp,nonbinary,100000,700,3,173363,646680
kmp,nonbinary,100000,800,3,172148,651625
kmp,nonbinary,100000,900,3,172797,654402
kmp,nonbinary,100000,1000,3,164057,618567
kmp,nonbinary,100000,1100,3,181187,679767
kmp,nonbinary,100000,1200,3,165693,645316
kmp,nonbinary,100000,1300,3,181419,691581
kmp,nonbinary,100000,1400,3,170234,654035
kmp,nonbinary,100000,1500,3,184996,693207
kmp,nonbinary,100000,1600,3,169590,644645
kmp,nonbinary,100000,1700,3,159084,600617
kmp,nonbinary,100000,1800,3,169378,643309
kmp,nonbinary,100000,1900,3,191692,708108
kmp,nonbinary,100000,2000,3,170555,645788
kmp,nonbinary,100000,2100,3,169502,637478
kmp,nonbinary,100000,2200,3,180481,676672
kmp,nonbinary,100000,2300,3,161708,617698
