,sort,total_array_size,array_type,size,time_ns,operations
1015,heapSort,bigSize,random0-4000,2900,198147,124861
1016,heapSort,bigSize,random0-4000,3000,192969,129883
1017,heapSort,bigSize,random0-4000,3100,187232,134861
1018,heapSort,bigSize,random0-4000,3200,193460,139683
1019,heapSort,bigSize,random0-4000,3300,199678,144501
1020,heapSort,bigSize,random0-4000,3400,207439,149331
1021,heapSort,bigSize,random0-4000,3500,213385,154213
1022,heapSort,bigSize,random0-4000,3600,221201,159295
1023,heapSort,bigSize,random0-4000,3700,228154,164385
1024,heapSort,bigSize,random0-4000,3800,235673,169247
1025,heapSort,bigSize,random0-4000,3900,242836,174229
1026,heapSort,bigSize,random0-4000,4000,248629,179327
1027,heapSort,bigSize,random0-4000,4100,256775,184277
1028,heapSort,smallSize,random0-4000,50,609,1004
1029,heapSort,smallSize,random0-4000,100,1390,2421
1030,heapSort,smallSize,random0-4000,150,2346,3966
1031,heapSort,smallSize,random0-4000,200,3326,5531
1032,heapSort,smallSize,random0-4000,250,4382,7108
1033,heapSort,smallSize,random0-4000,300,5662,9009
1034,heapSort,bigSize,random0-5,100,1362,2101
1035,heapSort,bigSize,random0-5,200,3219,4903
1036,heapSort,bigSize,random0-5,300,5413,7793
1037,heapSort,bigSize,random0-5,400,7420,10747
1038,heapSort,bigSize,random0-5,500,10185,13709
1039,heapSort,bigSize,random0-5,600,13222,17335
1040,heapSort,bigSize,random0-5,700,17504,20717
1041,heapSort,bigSize,random0-5,800,21167,24099
1042,heapSort,bigSize,random0-5,900,27630,27513
1043,heapSort,bigSize,random0-5,1000,32383,30835
1044,heapSort,bigSize,random0-5,1100,38573,34601
1045,heapSort,bigSize,random0-5,1200,44759,38267
1046,heapSort,bigSize,random0-5,1300,51164,41937
1047,heapSort,bigSize,random0-5,1400,56327,45695
1048,heapSort,bigSize,random0-5,1500,61698,49245
1049,heapSort,bigSize,random0-5,1600,67040,53031
1050,heapSort,bigSize,random0-5,1700,71710,56493
1051,heapSort,bigSize,random0-5,1800,77445,59963
1052,heapSort,bigSize,random0-5,1900,82648,63753
1053,heapSort,bigSize,random0-5,2000,87522,67371
1054,heapSort,bigSize,random0-5,2100,92259,71377
1055,heapSort,bigSize,random0-5,2200,97625,75099
1056,heapSort,bigSize,random0-5,2300,102874,79429
1057,heapSort,bigSize,random0-5,2400,111356,83859
1058,heapSort,bigSize,random0-5,2500,112033,88045
1059,heapSort,bigSize,random0-5,2600,117114,91959
1060,heapSort,bigSize,random0-5,2700,122730,96497
1061,heapSort,bigSize,random0-5,2800,126671,100175
1062,heapSort,bigSize,random0-5,2900,131448,104257
1063,heapSort,bigSize,random0-5,3000,136528,108175
1064,heapSort,bigSize,random0-5,3100,142148,112497
1065,heapSort,bigSize,random0-5,3200,146110,116695
1066,heapSort,bigSize,random0-5,3300,150097,120597
1067,heapSort,bigSize,random0-5,3400,154016,123823
1068,heapSort,bigSize,random0-5,3500,159811,127849
1069,heapSort,bigSize,random0-5,3600,165108,132051
1070,heapSort,bigSize,random0-5,3700,167116,135693
1071,heapSort,bigSize,random0-5,3800,173373,140275
1072,heapSort,bigSize,random0-5,3900,178864,144153
1073,heapSort,bigSize,random0-5,4000,189981,148263
1074,heapSort,bigSize,random0-5,4100,198098,152841
1075,heapSort,smallSize,random0-5,50,646,888
1076,heapSort,smallSize,random0-5,100,1527,2101
1077,heapSort,smallSize,random0-5,150,2334,3494
1078,heapSort,smallSize,random0-5,200,3241,4903
1079,heapSort,smallSize,random0-5,250,4234,6224
1080,heapSort,smallSize,random0-5,300,5388,7793
1081,heapSort,bigSize,reverse4100-1,100,1406,2069
1082,heapSort,bigSize,reverse4100-1,200,3474,4979
1083,heapSort,bigSize,reverse4100-1,300,5609,8113
1084,heapSort,bigSize,reverse4100-1,400,8159,11475
1085,heapSort,bigSize,reverse4100-1,500,12093,14973
1086,heapSort,bigSize,reverse4100-1,600,15575,18583
1087,heapSort,bigSize,reverse4100-1,700,21194,22533
1088,heapSort,bigSize,reverse4100-1,800,27020,26155
1089,heapSort,bigSize,reverse4100-1,900,35332,30201
1090,heapSort,bigSize,reverse4100-1,1000,42612,33979
1091,heapSort,bigSize,reverse4100-1,1100,50331,38209
1092,heapSort,bigSize,reverse4100-1,1200,58660,41971
1093,heapSort,bigSize,reverse4100-1,1300,67207,46121
1094,heapSort,bigSize,reverse4100-1,1400,73076,50011
1095,heapSort,bigSize,reverse4100-1,1500,78830,54493
1096,heapSort,bigSize,reverse4100-1,1600,83794,58651
1097,heapSort,bigSize,reverse4100-1,1700,89983,62753
1098,heapSort,bigSize,reverse4100-1,1800,95319,67247
1099,heapSort,bigSize,reverse4100-1,1900,99443,71661
1100,heapSort,bigSize,reverse4100-1,2000,98859,75831
1101,heapSort,bigSize,reverse4100-1,2100,99187,79989
1102,heapSort,bigSize,reverse4100-1,2200,101748,84555
1103,heapSort,bigSize,reverse4100-1,2300,107157,89249
1104,heapSort,bigSize,reverse4100-1,2400,115985,93699
1105,heapSort,bigSize,reverse4100-1,2500,117703,98081
1106,heapSort,bigSize,reverse4100-1,2600,122517,102587
1107,heapSort,bigSize,reverse4100-1,2700,127648,107105
1108,heapSort,bigSize,reverse4100-1,2800,132204,111595
1109,heapSort,bigSize,reverse4100-1,2900,136632,116045
1110,heapSort,bigSize,reverse4100-1,3000,143189,120627
1111,heapSort,bigSize,reverse4100-1,3100,149497,125297
1112,heapSort,bigSize,reverse4100-1,3200,156790,130143
1113,heapSort,bigSize,reverse4100-1,3300,159005,134601
1114,heapSort,bigSize,reverse4100-1,3400,164231,139263
1115,heapSort,bigSize,reverse4100-1,3500,168282,144141
1116,heapSort,bigSize,reverse4100-1,3600,173194,148879
1117,heapSort,bigSize,reverse4100-1,3700,178986,153469
1118,heapSort,bigSize,reverse4100-1,3800,185374,158371
1119,heapSort,bigSize,reverse4100-1,3900,189145,162881
1120,heapSort,bigSize,reverse4100-1,4000,193433,167455
1121,heapSort,bigSize,reverse4100-1,4100,199303,172009
1122,heapSort,smallSize,reverse4100-1,50,539,892
1123,heapSort,smallSize,reverse4100-1,100,1255,2069
1124,heapSort,smallSize,reverse4100-1,150,2112,3522
1125,heapSort,smallSize,reverse4100-1,200,3000,4979
1126,heapSort,smallSize,reverse4100-1,250,3794,6520
1127,heapSort,smallSize,reverse4100-1,300,4903,8113
1128,mergeSort,bigSize,almost0-4000,100,4390,1360
1129,mergeSort,bigSize,almost0-4000,200,8692,3106
1130,mergeSort,bigSize,almost0-4000,300,12922,4996
1131,mergeSort,bigSize,almost0-4000,400,17150,6996
1132,mergeSort,bigSize,almost0-4000,500,20973,8996
1133,mergeSort,bigSize,almost0-4000,600,25925,11174
1134,mergeSort,bigSize,almost0-4000,700,30525,13374
1135,mergeSort,bigSize,almost0-4000,800,34871,15574
1136,mergeSort,bigSize,almost0-4000,900,37967,17774
1137,mergeSort,bigSize,almost0-4000,1000,41791,19974
1138,mergeSort,bigSize,almost0-4000,1100,46742,22328
1139,mergeSort,bigSize,almost0-4000,1200,52573,24728
1140,mergeSort,bigSize,almost0-4000,1300,56931,27128
1141,mergeSort,bigSize,almost0-4000,1400,63461,29528
1142,mergeSort,bigSize,almost0-4000,1500,67225,31928
1143,mergeSort,bigSize,almost0-4000,1600,73496,34328
1144,mergeSort,bigSize,almost0-4000,1700,77368,36728
1145,mergeSort,bigSize,almost0-4000,1800,81731,39128
1146,mergeSort,bigSize,almost0-4000,1900,86722,41528
1147,mergeSort,bigSize,almost0-4000,2000,89663,43928
1148,mergeSort,bigSize,almost0-4000,2100,95716,46434
1149,mergeSort,bigSize,almost0-4000,2200,102139,49034
1150,mergeSort,bigSize,almost0-4000,2300,105373,51634
1151,mergeSort,bigSize,almost0-4000,2400,111616,54234
1152,mergeSort,bigSize,almost0-4000,2500,115297,56834
1153,mergeSort,bigSize,almost0-4000,2600,119280,59434
1154,mergeSort,bigSize,almost0-4000,2700,124217,62034
1155,mergeSort,bigSize,almost0-4000,2800,136581,64634
1156,mergeSort,bigSize,almost0-4000,2900,142740,67234
1157,mergeSort,bigSize,almost0-4000,3000,139694,69834
1158,mergeSort,bigSize,almost0-4000,3100,141672,72434
1159,mergeSort,bigSize,almost0-4000,3200,148309,75034
1160,mergeSort,bigSize,almost0-4000,3300,161453,77634
1161,mergeSort,bigSize,almost0-4000,3400,173794,80234
1162,mergeSort,bigSize,almost0-4000,3500,179591,82834
1163,mergeSort,bigSize,almost0-4000,3600,190183,85434
1164,mergeSort,bigSize,almost0-4000,3700,196040,88034
1165,mergeSort,bigSize,almost0-4000,3800,188761,90634
1166,mergeSort,bigSize,almost0-4000,3900,179558,93234
1167,mergeSort,bigSize,almost0-4000,4000,176145,95834
1168,mergeSort,bigSize,almost0-4000,4100,179361,98444
1169,mergeSort,smallSize,almost0-4000,50,1979,586
1170,mergeSort,smallSize,almost0-4000,100,4174,1360
1171,mergeSort,smallSize,almost0-4000,150,6439,2206
1172,mergeSort,smallSize,almost0-4000,200,8549,3106
1173,mergeSort,smallSize,almost0-4000,250,10396,4006
1174,mergeSort,smallSize,almost0-4000,300,12990,4996
1175,mergeSort,bigSize,random0-4000,100,4807,1360
1176,mergeSort,bigSize,random0-4000,200,9744,3106
1177,mergeSort,bigSize,random0-4000,300,14909,4996
1178,mergeSort,bigSize,random0-4000,400,20572,6996
1179,mergeSort,bigSize,random0-4000,500,26002,8996
1180,mergeSort,bigSize,random0-4000,600,31566,11174
1181,mergeSort,bigSize,random0-4000,700,37206,13374
1182,mergeSort,bigSize,random0-4000,800,42558,15574
1183,mergeSort,bigSize,random0-4000,900,48653,17774
1184,mergeSort,bigSize,random0-4000,1000,54148,19974
1185,mergeSort,bigSize,random0-4000,1100,61850,22328
1186,mergeSort,bigSize,random0-4000,1200,72236,24728
1187,mergeSort,bigSize,random0-4000,1300,78507,27128
1188,mergeSort,bigSize,random0-4000,1400,87543,29528
1189,mergeSort,bigSize,random0-4000,1500,95440,31928
1190,mergeSort,bigSize,random0-4000,1600,102589,34328
1191,mergeSort,bigSize,random0-4000,1700,109696,36728
1192,mergeSort,bigSize,random0-4000,1800,118020,39128
1193,mergeSort,bigSize,random0-4000,1900,126279,41528
1194,mergeSort,bigSize,random0-4000,2000,136329,43928
1195,mergeSort,bigSize,random0-4000,2100,147746,46434
1196,mergeSort,bigSize,random0-4000,2200,155983,49034
1197,mergeSort,bigSize,random0-4000,2300,163420,51634
1198,mergeSort,bigSize,random0-4000,2400,172611,54234
1199,mergeSort,bigSize,random0-4000,2500,181191,56834
1200,mergeSort,bigSize,random0-4000,2600,187154,59434
1201,mergeSort,bigSize,random0-4000,2700,194571,62034
1202,mergeSort,bigSize,random0-4000,2800,203022,64634
1203,mergeSort,bigSize,random0-4000,2900,211780,67234
1204,mergeSort,bigSize,random0-4000,3000,220258,69834
1205,mergeSort,bigSize,random0-4000,3100,227412,72434
1206,mergeSort,bigSize,random0-4000,3200,234324,75034
1207,mergeSort,bigSize,random0-4000,3300,243712,77634
1208,mergeSort,bigSize,random0-4000,3400,252688,80234
1209,mergeSort,bigSize,random0-4000,3500,261517,82834
1210,mergeSort,bigSize,random0-4000,3600,281594,85434
1211,mergeSort,bigSize,random0-4000,3700,282988,88034
1212,mergeSort,bigSize,random0-4000,3800,309043,90634
1213,mergeSort,bigSize,random0-4000,3900,335308,93234
1214,mergeSort,bigSize,random0-4000,4000,336074,95834
1215,mergeSort,bigSize,random0-4000,4100,311908,98444
1216,mergeSort,smallSize,random0-4000,50,2166,586
1217,mergeSort,smallSize,random0-4000,100,4568,1360
1218,mergeSort,smallSize,random0-4000,150,6961,2206
1219,mergeSort,smallSize,random0-4000,200,9296,3106
1220,mergeSort,smallSize,random0-4000,250,11742,4006
1221,mergeSort,smallSize,random0-4000,300,14942,4996
1222,mergeSort,bigSize,random0-5,100,4569,1360
1223,mergeSort,bigSize,random0-5,200,9430,3106
1224,mergeSort,bigSize,random0-5,300,14255,4996
1225,mergeSort,bigSize,random0-5,400,19345,6996
1226,mergeSort,bigSize,random0-5,500,25431,8996
1227,mergeSort,bigSize,random0-5,600,31389,11174
1228,mergeSort,bigSize,random0-5,700,37575,13374
1229,mergeSort,bigSize,random0-5,800,41517,15574
1230,mergeSort,bigSize,random0-5,900,46487,17774
1231,mergeSort,bigSize,random0-5,1000,53972,19974
1232,mergeSort,bigSize,random0-5,1100,59792,22328
1233,mergeSort,bigSize,random0-5,1200,64961,24728
1234,mergeSort,bigSize,random0-5,1300,70355,27128
1235,mergeSort,bigSize,random0-5,1400,74874,29528
1236,mergeSort,bigSize,random0-5,1500,80679,31928
1237,mergeSort,bigSize,random0-5,1600,85349,34328
1238,mergeSort,bigSize,random0-5,1700,92125,36728
1239,mergeSort,bigSize,random0-5,1800,95268,39128
1240,mergeSort,bigSize,random0-5,1900,100801,41528
1241,mergeSort,bigSize,random0-5,2000,105290,43928
1242,mergeSort,bigSize,random0-5,2100,112353,46434
1243,mergeSort,bigSize,random0-5,2200,119120,49034
1244,mergeSort,bigSize,random0-5,2300,123302,51634
1245,mergeSort,bigSize,random0-5,2400,129196,54234
1246,mergeSort,bigSize,random0-5,2500,135117,56834
1247,mergeSort,bigSize,random0-5,2600,140723,59434
1248,mergeSort,bigSize,random0-5,2700,145641,62034
1249,mergeSort,bigSize,random0-5,2800,152224,64634
1250,mergeSort,bigSize,random0-5,2900,158404,67234
1251,mergeSort,bigSize,random0-5,3000,164190,69834
1252,mergeSort,bigSize,random0-5,3100,170694,72434
1253,mergeSort,bigSize,random0-5,3200,174001,75034
1254,mergeSort,bigSize,random0-5,3300,181126,77634
1255,mergeSort,bigSize,random0-5,3400,187297,80234
1256,mergeSort,bigSize,random0-5,3500,195839,82834
1257,mergeSort,bigSize,random0-5,3600,201672,85434
1258,mergeSort,bigSize,random0-5,3700,207203,88034
1259,mergeSort,bigSize,random0-5,3800,214186,90634
1260,mergeSort,bigSize,random0-5,3900,220631,93234
1261,mergeSort,bigSize,random0-5,4000,225360,95834
1262,mergeSort,bigSize,random0-5,4100,239503,98444
1263,mergeSort,smallSize,random0-5,50,2250,586
1264,mergeSort,smallSize,random0-5,100,4734,1360
1265,mergeSort,smallSize,random0-5,150,7422,2206
1266,mergeSort,smallSize,random0-5,200,9830,3106
1267,mergeSort,smallSize,random0-5,250,12461,4006
1268,mergeSort,smallSize,random0-5,300,15463,4996
1269,mergeSort,bigSize,reverse4100-1,100,4783,1360
1270,mergeSort,bigSize,reverse4100-1,200,9665,3106
1271,mergeSort,bigSize,reverse4100-1,300,14715,4996
1272,mergeSort,bigSize,reverse4100-1,400,19737,6996
1273,mergeSort,bigSize,reverse4100-1,500,24204,8996
1274,mergeSort,bigSize,reverse4100-1,600,29382,11174
1275,mergeSort,bigSize,reverse4100-1,700,35781,13374
1276,mergeSort,bigSize,reverse4100-1,800,40338,15574
1277,mergeSort,bigSize,reverse4100-1,900,43939,17774
1278,mergeSort,bigSize,reverse4100-1,1000,48923,19974
1279,mergeSort,bigSize,reverse4100-1,1100,56150,22328
1280,mergeSort,bigSize,reverse4100-1,1200,60757,24728
1281,mergeSort,bigSize,reverse4100-1,1300,66319,27128
1282,mergeSort,bigSize,reverse4100-1,1400,70897,29528
1283,mergeSort,bigSize,reverse4100-1,1500,78336,31928
1284,mergeSort,bigSize,reverse4100-1,1600,85283,34328
1285,mergeSort,bigSize,reverse4100-1,1700,89649,36728
1286,mergeSort,bigSize,reverse4100-1,1800,98735,39128
1287,mergeSort,bigSize,reverse4100-1,1900,106219,41528
1288,mergeSort,bigSize,reverse4100-1,2000,114641,43928
1289,mergeSort,bigSize,reverse4100-1,2100,122574,46434
1290,mergeSort,bigSize,reverse4100-1,2200,130094,49034
1291,mergeSort,bigSize,reverse4100-1,2300,132639,51634
1292,mergeSort,bigSize,reverse4100-1,2400,128705,54234
1293,mergeSort,bigSize,reverse4100-1,2500,127107,56834
1294,mergeSort,bigSize,reverse4100-1,2600,127498,59434
1295,mergeSort,bigSize,reverse4100-1,2700,130478,62034
1296,mergeSort,bigSize,reverse4100-1,2800,135889,64634
1297,mergeSort,bigSize,reverse4100-1,2900,140820,67234
1298,mergeSort,bigSize,reverse4100-1,3000,146886,69834
1299,mergeSort,bigSize,reverse4100-1,3100,150549,72434
1300,mergeSort,bigSize,reverse4100-1,3200,154108,75034
1301,mergeSort,bigSize,reverse4100-1,3300,159659,77634
1302,mergeSort,bigSize,reverse4100-1,3400,165226,80234
1303,mergeSort,bigSize,reverse4100-1,3500,167974,82834
1304,mergeSort,bigSize,reverse4100-1,3600,171479,85434
1305,mergeSort,bigSize,reverse4100-1,3700,176062,88034
1306,mergeSort,bigSize,reverse4100-1,3800,180543,90634
1307,mergeSort,bigSize,reverse4100-1,3900,186241,93234
1308,mergeSort,bigSize,reverse4100-1,4000,189480,95834
1309,mergeSort,bigSize,reverse4100-1,4100,193478,98444
1310,mergeSort,smallSize,reverse4100-1,50,2104,586
1311,mergeSort,smallSize,reverse4100-1,100,4344,1360
1312,mergeSort,smallSize,reverse4100-1,150,6710,2206
1313,mergeSort,smallSize,reverse4100-1,200,9000,3106
1314,mergeSort,smallSize,reverse4100-1,250,11179,4006
1315,mergeSort,smallSize,reverse4100-1,300,13769,4996
1316,quickSort,bigSize,almost0-4000,100,5929,10504
1317,quickSort,bigSize,almost0-4000,200,21549,41004
1318,quickSort,bigSize,almost0-4000,300,98965,91504
1319,quickSort,bigSize,almost0-4000,400,177253,162004
1320,quickSort,bigSize,almost0-4000,500,269133,252504
1321,quickSort,bigSize,almost0-4000,600,381611,360607
1322,quickSort,bigSize,almost0-4000,700,516109,487922
1323,quickSort,bigSize,almost0-4000,800,674669,637622
1324,quickSort,bigSize,almost0-4000,900,853718,807322
1325,quickSort,bigSize,almost0-4000,1000,1064668,997022
1326,quickSort,bigSize,almost0-4000,1100,1274650,1206722
1327,quickSort,bigSize,almost0-4000,1200,1515525,1434035
1328,quickSort,bigSize,almost0-4000,1300,1778168,1683535
1329,quickSort,bigSize,almost0-4000,1400,1716581,1950248
1330,quickSort,bigSize,almost0-4000,1500,1038402,2236565
1331,quickSort,bigSize,almost0-4000,1600,1107713,1654433
1332,quickSort,bigSize,almost0-4000,1700,2134593,1983727
1333,quickSort,bigSize,almost0-4000,1800,2445983,2329445
1334,quickSort,bigSize,almost0-4000,1900,2847180,2698546
1335,quickSort,bigSize,almost0-4000,2000,3241960,3087663
1336,quickSort,bigSize,almost0-4000,2100,3672881,3496747
1337,quickSort,bigSize,almost0-4000,2200,3438718,3925846
1338,quickSort,bigSize,almost0-4000,2300,3608765,4370360
1339,quickSort,bigSize,almost0-4000,2400,3449584,4834482
1340,quickSort,bigSize,almost0-4000,2500,5610671,5323187
1341,quickSort,bigSize,almost0-4000,2600,4730892,5831881
1342,quickSort,bigSize,almost0-4000,2700,2938393,6360589
1343,quickSort,bigSize,almost0-4000,2800,1279017,2689749
1344,quickSort,bigSize,almost0-4000,2900,1544254,3258848
1345,quickSort,bigSize,almost0-4000,3000,1811067,3847960
1346,quickSort,bigSize,almost0-4000,3100,1154302,1959687
1347,quickSort,bigSize,almost0-4000,3200,1441274,2589187
1348,quickSort,bigSize,almost0-4000,3300,1739683,3238687
1349,quickSort,bigSize,almost0-4000,3400,2049432,3908187
1350,quickSort,bigSize,almost0-4000,3500,877888,1727384
1351,quickSort,bigSize,almost0-4000,3600,2505365,3058565
1352,quickSort,bigSize,almost0-4000,3700,3891290,3788665
1353,quickSort,bigSize,almost0-4000,3800,4704324,4538765
1354,quickSort,bigSize,almost0-4000,3900,5493914,5308865
1355,quickSort,bigSize,almost0-4000,4000,5836189,5626575
1356,quickSort,bigSize,almost0-4000,4100,6659575,6339379
1357,quickSort,smallSize,almost0-4000,50,3044,2754
1358,quickSort,smallSize,almost0-4000,100,11413,10504
1359,quickSort,smallSize,almost0-4000,150,25303,23254
1360,quickSort,smallSize,almost0-4000,200,44106,41004
1361,quickSort,smallSize,almost0-4000,250,68244,63754
1362,quickSort,smallSize,almost0-4000,300,99989,91504
1363,quickSort,bigSize,random0-4000,100,1264,1276
1364,quickSort,bigSize,random0-4000,200,2754,2855
1365,quickSort,bigSize,random0-4000,300,4290,4529
1366,quickSort,bigSize,random0-4000,400,6436,6577
1367,quickSort,bigSize,random0-4000,500,9784,9720
1368,quickSort,bigSize,random0-4000,600,11519,11469
1369,quickSort,bigSize,random0-4000,700,13617,13057
1370,quickSort,bigSize,random0-4000,800,17793,16196
1371,quickSort,bigSize,random0-4000,900,20193,17030
1372,quickSort,bigSize,random0-4000,1000,23677,18310
1373,quickSort,bigSize,random0-4000,1100,28524,21915
1374,quickSort,bigSize,random0-4000,1200,34072,25213
1375,quickSort,bigSize,random0-4000,1300,39951,28201
1376,quickSort,bigSize,random0-4000,1400,43839,28865
1377,quickSort,bigSize,random0-4000,1500,46941,30805
1378,quickSort,bigSize,random0-4000,1600,51794,34417
1379,quickSort,bigSize,random0-4000,1700,56661,35979
1380,quickSort,bigSize,random0-4000,1800,60762,38788
1381,quickSort,bigSize,random0-4000,1900,68268,39987
1382,quickSort,bigSize,random0-4000,2000,72306,45596
1383,quickSort,bigSize,random0-4000,2100,78383,50087
1384,quickSort,bigSize,random0-4000,2200,80420,47663
1385,quickSort,bigSize,random0-4000,2300,87883,55254
1386,quickSort,bigSize,random0-4000,2400,88023,53290
1387,quickSort,bigSize,random0-4000,2500,94583,57090
1388,quickSort,bigSize,random0-4000,2600,98574,57525
1389,quickSort,bigSize,random0-4000,2700,105514,62921
1390,quickSort,bigSize,random0-4000,2800,107474,66489
1391,quickSort,bigSize,random0-4000,2900,116073,70134
1392,quickSort,bigSize,random0-4000,3000,116428,71721
1393,quickSort,bigSize,random0-4000,3100,122751,76389
1394,quickSort,bigSize,random0-4000,3200,129466,78391
1395,quickSort,bigSize,random0-4000,3300,129207,79292
1396,quickSort,bigSize,random0-4000,3400,136977,81935
1397,quickSort,bigSize,random0-4000,3500,139520,80650
1398,quickSort,bigSize,random0-4000,3600,143535,82342
1399,quickSort,bigSize,random0-4000,3700,153766,95454
1400,quickSort,bigSize,random0-4000,3800,152766,90028
1401,quickSort,bigSize,random0-4000,3900,153989,85788
1402,quickSort,bigSize,random0-4000,4000,159950,89582
1403,quickSort,bigSize,random0-4000,4100,170232,102157
1404,quickSort,smallSize,random0-4000,50,632,627
1405,quickSort,smallSize,random0-4000,100,1246,1276
1406,quickSort,smallSize,random0-4000,150,2278,2259
1407,quickSort,smallSize,random0-4000,200,2723,2855
1408,quickSort,smallSize,random0-4000,250,3921,3969
1409,quickSort,smallSize,random0-4000,300,4400,4529
1410,quickSort,bigSize,random0-5,100,1758,2751
1411,quickSort,bigSize,random0-5,200,4882,8121
1412,quickSort,bigSize,random0-5,300,10172,17271
1413,quickSort,bigSize,random0-5,400,16307,28965
1414,quickSort,bigSize,random0-5,500,26110,45947
1415,quickSort,bigSize,random0-5,600,70971,64769
1416,quickSort,bigSize,random0-5,700,97399,88997
1417,quickSort,bigSize,random0-5,800,122342,112711
1418,quickSort,bigSize,random0-5,900,154418,143932
1419,quickSort,bigSize,random0-5,1000,187997,175664
1420,quickSort,bigSize,random0-5,1100,125302,209347
1421,quickSort,bigSize,random0-5,1200,127468,250718
1422,quickSort,bigSize,random0-5,1300,147866,294247
1423,quickSort,bigSize,random0-5,1400,167599,335642
1424,quickSort,bigSize,random0-5,1500,400486,389667
1425,quickSort,bigSize,random0-5,1600,468874,440981
1426,quickSort,bigSize,random0-5,1700,528945,496106
1427,quickSort,bigSize,random0-5,1800,597807,561691
1428,quickSort,bigSize,random0-5,1900,661780,620716
1429,quickSort,bigSize,random0-5,2000,730800,687303
1430,quickSort,bigSize,random0-5,2100,799196,750601
1431,quickSort,bigSize,random0-5,2200,884957,833033
1432,quickSort,bigSize,random0-5,2300,956133,898722
1433,quickSort,bigSize,random0-5,2400,1038615,976237
1434,quickSort,bigSize,random0-5,2500,1145561,1077278
1435,quickSort,bigSize,random0-5,2600,1224682,1151683
1436,quickSort,bigSize,random0-5,2700,1323618,1244073
1437,quickSort,bigSize,random0-5,2800,1411469,1328980
1438,quickSort,bigSize,random0-5,2900,1513875,1424947
1439,quickSort,bigSize,random0-5,3000,1622108,1523587
1440,quickSort,bigSize,random0-5,3100,1723098,1626934
1441,quickSort,bigSize,random0-5,3200,1841722,1734652
1442,quickSort,bigSize,random0-5,3300,1957136,1844455
1443,quickSort,bigSize,random0-5,3400,2065432,1950547
1444,quickSort,bigSize,random0-5,3500,1466913,2076095
1445,quickSort,bigSize,random0-5,3600,1051579,2195120
1446,quickSort,bigSize,random0-5,3700,1109832,2319397
1447,quickSort,bigSize,random0-5,3800,1165641,2435749
1448,quickSort,bigSize,random0-5,3900,2429098,2570704
1449,quickSort,bigSize,random0-5,4000,2366707,2700001
1450,quickSort,bigSize,random0-5,4100,1352284,2840630
1451,quickSort,smallSize,random0-5,50,716,934
1452,quickSort,smallSize,random0-5,100,1810,2751
1453,quickSort,smallSize,random0-5,150,3446,5866
1454,quickSort,smallSize,random0-5,200,5200,8121
1455,quickSort,smallSize,random0-5,250,6838,12005
1456,quickSort,smallSize,random0-5,300,9865,17271
1457,quickSort,bigSize,reverse4100-1,100,4212,4939
1458,quickSort,bigSize,reverse4100-1,200,18126,21481
1459,quickSort,bigSize,reverse4100-1,300,39201,45958
1460,quickSort,bigSize,reverse4100-1,400,66969,86951
1461,quickSort,bigSize,reverse4100-1,500,79760,141599
1462,quickSort,bigSize,reverse4100-1,600,106968,190361
1463,quickSort,bigSize,reverse4100-1,700,145088,263941
1464,quickSort,bigSize,reverse4100-1,800,288020,345131
1465,quickSort,bigSize,reverse4100-1,900,407567,426881
1466,quickSort,bigSize,reverse4100-1,1000,388893,515495
1467,quickSort,bigSize,reverse4100-1,1100,350757,646049
1468,quickSort,bigSize,reverse4100-1,1200,400921,737444
1469,quickSort,bigSize,reverse4100-1,1300,473532,876614
1470,quickSort,bigSize,reverse4100-1,1400,557204,1033365
1471,quickSort,bigSize,reverse4100-1,1500,645396,1194906
1472,quickSort,bigSize,reverse4100-1,1600,748127,1389682
1473,quickSort,bigSize,reverse4100-1,1700,837292,1555073
1474,quickSort,bigSize,reverse4100-1,1800,1358831,1775085
1475,quickSort,bigSize,reverse4100-1,1900,1791181,1886757
1476,quickSort,bigSize,reverse4100-1,2000,2071427,2184348
1477,quickSort,bigSize,reverse4100-1,2100,2261743,2384908
1478,quickSort,bigSize,reverse4100-1,2200,2492742,2629499
1479,quickSort,bigSize,reverse4100-1,2300,2679904,2922855
1480,quickSort,bigSize,reverse4100-1,2400,1714758,3191438
1481,quickSort,bigSize,reverse4100-1,2500,1836595,3420324
1482,quickSort,bigSize,reverse4100-1,2600,1975565,3671908
1483,quickSort,bigSize,reverse4100-1,2700,2216210,4051597
1484,quickSort,bigSize,reverse4100-1,2800,2410342,4308109
1485,quickSort,bigSize,reverse4100-1,2900,2474169,4570320
1486,quickSort,bigSize,reverse4100-1,3000,2662489,4922398
1487,quickSort,bigSize,reverse4100-1,3100,2753742,5122107
1488,quickSort,bigSize,reverse4100-1,3200,3017008,5528406
1489,quickSort,bigSize,reverse4100-1,3300,3614079,5888780
1490,quickSort,bigSize,reverse4100-1,3400,3362661,6279559
1491,quickSort,bigSize,reverse4100-1,3500,3549517,6628525
1492,quickSort,bigSize,reverse4100-1,3600,3779515,7023833
1493,quickSort,bigSize,reverse4100-1,3700,4003890,7413062
1494,quickSort,bigSize,reverse4100-1,3800,4274367,7761017
1495,quickSort,bigSize,reverse4100-1,3900,4411495,8253843
1496,quickSort,bigSize,reverse4100-1,4000,4638044,8683430
1497,quickSort,bigSize,reverse4100-1,4100,4808139,8989926
1498,quickSort,smallSize,reverse4100-1,50,992,1424
