,sort,total_array_size,array_type,size,time_ns,operations
1499,quickSort,smallSize,reverse4100-1,100,3218,4939
1500,quickSort,smallSize,reverse4100-1,150,7598,12560
1501,quickSort,smallSize,reverse4100-1,200,12816,21481
1502,quickSort,smallSize,reverse4100-1,250,19797,33426
1503,quickSort,smallSize,reverse4100-1,300,42063,45958
1504,radixSort,bigSize,almost0-4000,100,1576,828
1505,radixSort,bigSize,almost0-4000,200,4605,2442
1506,radixSort,bigSize,almost0-4000,300,6878,3642
1507,radixSort,bigSize,almost0-4000,400,9420,4842
1508,radixSort,bigSize,almost0-4000,500,11473,6042
1509,radixSort,bigSize,almost0-4000,600,17870,9656
1510,radixSort,bigSize,almost0-4000,700,20929,11256
1511,radixSort,bigSize,almost0-4000,800,24039,12856
1512,radixSort,bigSize,almost0-4000,900,26941,14456
1513,radixSort,bigSize,almost0-4000,1000,30408,16056
1514,radixSort,bigSize,almost0-4000,1100,33696,17656
1515,radixSort,bigSize,almost0-4000,1200,36069,19256
1516,radixSort,bigSize,almost0-4000,1300,39470,20856
1517,radixSort,bigSize,almost0-4000,1400,42310,22456
1518,radixSort,bigSize,almost0-4000,1500,46278,24056
1519,radixSort,bigSize,almost0-4000,1600,48680,25656
1520,radixSort,bigSize,almost0-4000,1700,51698,27256
1521,radixSort,bigSize,almost0-4000,1800,55140,28856
1522,radixSort,bigSize,almost0-4000,1900,57838,30456
1523,radixSort,bigSize,almost0-4000,2000,61108,32056
1524,radixSort,bigSize,almost0-4000,2100,64385,33656
1525,radixSort,bigSize,almost0-4000,2200,67311,35256
1526,radixSort,bigSize,almost0-4000,2300,70673,36856
1527,radixSort,bigSize,almost0-4000,2400,73737,38456
1528,radixSort,bigSize,almost0-4000,2500,76998,40056
1529,radixSort,bigSize,almost0-4000,2600,80168,41656
1530,radixSort,bigSize,almost0-4000,2700,83631,43256
1531,radixSort,bigSize,almost0-4000,2800,86549,44856
1532,radixSort,bigSize,almost0-4000,2900,89941,46456
1533,radixSort,bigSize,almost0-4000,3000,92991,48056
1534,radixSort,bigSize,almost0-4000,3100,96370,49656
1535,radixSort,bigSize,almost0-4000,3200,99356,51256
1536,radixSort,bigSize,almost0-4000,3300,102716,52856
1537,radixSort,bigSize,almost0-4000,3400,105918,54456
1538,radixSort,bigSize,almost0-4000,3500,108907,56056
1539,radixSort,bigSize,almost0-4000,3600,112433,57656
1540,radixSort,bigSize,almost0-4000,3700,115531,59256
1541,radixSort,bigSize,almost0-4000,3800,118560,60856
1542,radixSort,bigSize,almost0-4000,3900,121939,62456
1543,radixSort,bigSize,almost0-4000,4000,125156,64056
1544,radixSort,bigSize,almost0-4000,4100,128356,65656
1545,radixSort,smallSize,almost0-4000,50,798,428
1546,radixSort,smallSize,almost0-4000,100,1554,828
1547,radixSort,smallSize,almost0-4000,150,3350,1842
1548,radixSort,smallSize,almost0-4000,200,4512,2442
1549,radixSort,smallSize,almost0-4000,250,5550,3042
1550,radixSort,smallSize,almost0-4000,300,6815,3642
1551,radixSort,bigSize,random0-4000,100,3364,1656
1552,radixSort,bigSize,random0-4000,200,6518,3256
1553,radixSort,bigSize,random0-4000,300,9783,4856
1554,radixSort,bigSize,random0-4000,400,13170,6456
1555,radixSort,bigSize,random0-4000,500,16110,8056
1556,radixSort,bigSize,random0-4000,600,19071,9656
1557,radixSort,bigSize,random0-4000,700,22681,11256
1558,radixSort,bigSize,random0-4000,800,25668,12856
1559,radixSort,bigSize,random0-4000,900,28417,14456
1560,radixSort,bigSize,random0-4000,1000,31509,16056
1561,radixSort,bigSize,random0-4000,1100,34686,17656
1562,radixSort,bigSize,random0-4000,1200,38093,19256
1563,radixSort,bigSize,random0-4000,1300,41555,20856
1564,radixSort,bigSize,random0-4000,1400,44069,22456
1565,radixSort,bigSize,random0-4000,1500,47115,24056
1566,radixSort,bigSize,random0-4000,1600,50319,25656
1567,radixSort,bigSize,random0-4000,1700,53742,27256
1568,radixSort,bigSize,random0-4000,1800,56608,28856
1569,radixSort,bigSize,random0-4000,1900,59684,30456
1570,radixSort,bigSize,random0-4000,2000,62837,32056
1571,radixSort,bigSize,random0-4000,2100,65846,33656
1572,radixSort,bigSize,random0-4000,2200,69030,35256
1573,radixSort,bigSize,random0-4000,2300,72083,36856
1574,radixSort,bigSize,random0-4000,2400,75285,38456
1575,radixSort,bigSize,random0-4000,2500,78313,40056
1576,radixSort,bigSize,random0-4000,2600,81583,41656
1577,radixSort,bigSize,random0-4000,2700,84498,43256
1578,radixSort,bigSize,random0-4000,2800,87982,44856
1579,radixSort,bigSize,random0-4000,2900,90786,46456
1580,radixSort,bigSize,random0-4000,3000,94111,48056
1581,radixSort,bigSize,random0-4000,3100,97074,49656
1582,radixSort,bigSize,random0-4000,3200,100431,51256
1583,radixSort,bigSize,random0-4000,3300,103389,52856
1584,radixSort,bigSize,random0-4000,3400,106458,54456
1585,radixSort,bigSize,random0-4000,3500,109749,56056
1586,radixSort,bigSize,random0-4000,3600,112893,57656
1587,radixSort,bigSize,random0-4000,3700,115744,59256
1588,radixSort,bigSize,random0-4000,3800,119141,60856
1589,radixSort,bigSize,random0-4000,3900,122124,62456
1590,radixSort,bigSize,random0-4000,4000,124950,64056
1591,radixSort,bigSize,random0-4000,4100,128466,65656
1592,radixSort,smallSize,random0-4000,50,1869,856
1593,radixSort,smallSize,random0-4000,100,3336,1656
1594,radixSort,smallSize,random0-4000,150,4904,2456
1595,radixSort,smallSize,random0-4000,200,6508,3256
1596,radixSort,smallSize,random0-4000,250,8089,4056
1597,radixSort,smallSize,random0-4000,300,9691,4856
1598,radixSort,bigSize,random0-5,100,725,414
1599,radixSort,bigSize,random0-5,200,1447,814
1600,radixSort,bigSize,random0-5,300,2175,1214
1601,radixSort,bigSize,random0-5,400,2872,1614
1602,radixSort,bigSize,random0-5,500,3778,2014
1603,radixSort,bigSize,random0-5,600,4488,2414
1604,radixSort,bigSize,random0-5,700,4908,2814
1605,radixSort,bigSize,random0-5,800,5727,3214
1606,radixSort,bigSize,random0-5,900,6290,3614
1607,radixSort,bigSize,random0-5,1000,7023,4014
1608,radixSort,bigSize,random0-5,1100,7704,4414
1609,radixSort,bigSize,random0-5,1200,8351,4814
1610,radixSort,bigSize,random0-5,1300,9074,5214
1611,radixSort,bigSize,random0-5,1400,9719,5614
1612,radixSort,bigSize,random0-5,1500,10411,6014
1613,radixSort,bigSize,random0-5,1600,11110,6414
1614,radixSort,bigSize,random0-5,1700,11868,6814
1615,radixSort,bigSize,random0-5,1800,12583,7214
1616,radixSort,bigSize,random0-5,1900,13577,7614
1617,radixSort,bigSize,random0-5,2000,14245,8014
1618,radixSort,bigSize,random0-5,2100,14692,8414
1619,radixSort,bigSize,random0-5,2200,15730,8814
1620,radixSort,bigSize,random0-5,2300,15927,9214
1621,radixSort,bigSize,random0-5,2400,16698,9614
1622,radixSort,bigSize,random0-5,2500,17324,10014
1623,radixSort,bigSize,random0-5,2600,18022,10414
1624,radixSort,bigSize,random0-5,2700,18697,10814
1625,radixSort,bigSize,random0-5,2800,19525,11214
1626,radixSort,bigSize,random0-5,2900,20475,11614
1627,radixSort,bigSize,random0-5,3000,20956,12014
1628,radixSort,bigSize,random0-5,3100,21848,12414
1629,radixSort,bigSize,random0-5,3200,22168,12814
1630,radixSort,bigSize,random0-5,3300,22886,13214
1631,radixSort,bigSize,random0-5,3400,23539,13614
1632,radixSort,bigSize,random0-5,3500,24334,14014
1633,radixSort,bigSize,random0-5,3600,24973,14414
1634,radixSort,bigSize,random0-5,3700,25949,14814
1635,radixSort,bigSize,random0-5,3800,26380,15214
1636,radixSort,bigSize,random0-5,3900,27031,15614
1637,radixSort,bigSize,random0-5,4000,27726,16014
1638,radixSort,bigSize,random0-5,4100,28504,16414
1639,radixSort,smallSize,random0-5,50,389,214
1640,radixSort,smallSize,random0-5,100,725,414
1641,radixSort,smallSize,random0-5,150,1070,614
1642,radixSort,smallSize,random0-5,200,1422,814
1643,radixSort,smallSize,random0-5,250,1827,1014
1644,radixSort,smallSize,random0-5,300,2123,1214
1645,radixSort,bigSize,reverse4100-1,100,3331,1656
1646,radixSort,bigSize,reverse4100-1,200,6610,3256
1647,radixSort,bigSize,reverse4100-1,300,9858,4856
1648,radixSort,bigSize,reverse4100-1,400,13154,6456
1649,radixSort,bigSize,reverse4100-1,500,16567,8056
1650,radixSort,bigSize,reverse4100-1,600,19442,9656
1651,radixSort,bigSize,reverse4100-1,700,22630,11256
1652,radixSort,bigSize,reverse4100-1,800,25919,12856
1653,radixSort,bigSize,reverse4100-1,900,29148,14456
1654,radixSort,bigSize,reverse4100-1,1000,32553,16056
1655,radixSort,bigSize,reverse4100-1,1100,36183,17656
1656,radixSort,bigSize,reverse4100-1,1200,38818,19256
1657,radixSort,bigSize,reverse4100-1,1300,42521,20856
1658,radixSort,bigSize,reverse4100-1,1400,45478,22456
1659,radixSort,bigSize,reverse4100-1,1500,48848,24056
1660,radixSort,bigSize,reverse4100-1,1600,51608,25656
1661,radixSort,bigSize,reverse4100-1,1700,54963,27256
1662,radixSort,bigSize,reverse4100-1,1800,57986,28856
1663,radixSort,bigSize,reverse4100-1,1900,61376,30456
1664,radixSort,bigSize,reverse4100-1,2000,64615,32056
1665,radixSort,bigSize,reverse4100-1,2100,67944,33656
1666,radixSort,bigSize,reverse4100-1,2200,70676,35256
1667,radixSort,bigSize,reverse4100-1,2300,73845,36856
1668,radixSort,bigSize,reverse4100-1,2400,76826,38456
1669,radixSort,bigSize,reverse4100-1,2500,80152,40056
1670,radixSort,bigSize,reverse4100-1,2600,82973,41656
1671,radixSort,bigSize,reverse4100-1,2700,87027,43256
1672,radixSort,bigSize,reverse4100-1,2800,89928,44856
1673,radixSort,bigSize,reverse4100-1,2900,92853,46456
1674,radixSort,bigSize,reverse4100-1,3000,95578,48056
1675,radixSort,bigSize,reverse4100-1,3100,98758,49656
1676,radixSort,bigSize,reverse4100-1,3200,101744,51256
1677,radixSort,bigSize,reverse4100-1,3300,104604,52856
1678,radixSort,bigSize,reverse4100-1,3400,107806,54456
1679,radixSort,bigSize,reverse4100-1,3500,110881,56056
1680,radixSort,bigSize,reverse4100-1,3600,113744,57656
1681,radixSort,bigSize,reverse4100-1,3700,116910,59256
1682,radixSort,bigSize,reverse4100-1,3800,119778,60856
1683,radixSort,bigSize,reverse4100-1,3900,122616,62456
1684,radixSort,bigSize,reverse4100-1,4000,125590,64056
1685,radixSort,bigSize,reverse4100-1,4100,128453,65656
1686,radixSort,smallSize,reverse4100-1,50,1728,856
1687,radixSort,smallSize,reverse4100-1,100,3324,1656
1688,radixSort,smallSize,reverse4100-1,150,5098,2456
1689,radixSort,smallSize,reverse4100-1,200,6576,3256
1690,radixSort,smallSize,reverse4100-1,250,8337,4056
1691,radixSort,smallSize,reverse4100-1,300,10122,4856
1692,selectionSort,bigSize,almost0-4000,100,3543,5150
1693,selectionSort,bigSize,almost0-4000,200,11453,20300
1694,selectionSort,bigSize,almost0-4000,300,24323,45450
1695,selectionSort,bigSize,almost0-4000,400,45437,80600
1696,selectionSort,bigSize,almost0-4000,500,61323,125750
1697,selectionSort,bigSize,almost0-4000,600,90572,181045
1698,selectionSort,bigSize,almost0-4000,700,119261,246485
1699,selectionSort,bigSize,almost0-4000,800,155471,321935
1700,selectionSort,bigSize,almost0-4000,900,195749,407385
1701,selectionSort,bigSize,almost0-4000,1000,241010,502835
1702,selectionSort,bigSize,almost0-4000,1100,291117,608285
1703,selectionSort,bigSize,almost0-4000,1200,350990,723753
1704,selectionSort,bigSize,almost0-4000,1300,411900,849223
1705,selectionSort,bigSize,almost0-4000,1400,469788,984691
1706,selectionSort,bigSize,almost0-4000,1500,542781,1130171
1707,selectionSort,bigSize,almost0-4000,1600,616872,1285588
1708,selectionSort,bigSize,almost0-4000,1700,693929,1451077
1709,selectionSort,bigSize,almost0-4000,1800,862590,1626565
1710,selectionSort,bigSize,almost0-4000,1900,868506,1812059
1711,selectionSort,bigSize,almost0-4000,2000,977857,2007547
1712,selectionSort,bigSize,almost0-4000,2100,1052592,2213044
1713,selectionSort,bigSize,almost0-4000,2200,1151366,2428535
1714,selectionSort,bigSize,almost0-4000,2300,1266598,2654032
1715,selectionSort,bigSize,almost0-4000,2400,1601459,2889541
1716,selectionSort,bigSize,almost0-4000,2500,1553840,3135071
1717,selectionSort,bigSize,almost0-4000,2600,1653836,3390599
1718,selectionSort,bigSize,almost0-4000,2700,1736626,3656130
1719,selectionSort,bigSize,almost0-4000,2800,1871423,3932062
1720,selectionSort,bigSize,almost0-4000,2900,1989388,4217526
1721,selectionSort,bigSize,almost0-4000,3000,2137701,4512981
1722,selectionSort,bigSize,almost0-4000,3100,2276221,4817671
1723,selectionSort,bigSize,almost0-4000,3200,2421851,5133101
1724,selectionSort,bigSize,almost0-4000,3300,2573412,5458531
1725,selectionSort,bigSize,almost0-4000,3400,2724711,5793961
1726,selectionSort,bigSize,almost0-4000,3500,3204098,6138541
1727,selectionSort,bigSize,almost0-4000,3600,3041740,6493021
1728,selectionSort,bigSize,almost0-4000,3700,3210466,6858421
1729,selectionSort,bigSize,almost0-4000,3800,3383396,7233821
1730,selectionSort,bigSize,almost0-4000,3900,3641866,7619221
1731,selectionSort,bigSize,almost0-4000,4000,3847464,8012788
1732,selectionSort,bigSize,almost0-4000,4100,4024138,8411190
1733,selectionSort,smallSize,almost0-4000,50,789,1325
1734,selectionSort,smallSize,almost0-4000,100,3103,5150
1735,selectionSort,smallSize,almost0-4000,150,6387,11475
1736,selectionSort,smallSize,almost0-4000,200,10761,20300
1737,selectionSort,smallSize,almost0-4000,250,16299,31625
1738,selectionSort,smallSize,almost0-4000,300,24053,45450
1739,selectionSort,bigSize,random0-4000,100,3029,5594
1740,selectionSort,bigSize,random0-4000,200,13727,21251
1741,selectionSort,bigSize,random0-4000,300,31683,46973
1742,selectionSort,bigSize,random0-4000,400,49995,82891
1743,selectionSort,bigSize,random0-4000,500,80729,128474
1744,selectionSort,bigSize,random0-4000,600,119486,184368
1745,selectionSort,bigSize,random0-4000,700,159265,250447
1746,selectionSort,bigSize,random0-4000,800,201507,326290
1747,selectionSort,bigSize,random0-4000,900,235927,412065
1748,selectionSort,bigSize,random0-4000,1000,271689,507942
1749,selectionSort,bigSize,random0-4000,1100,328858,613971
1750,selectionSort,bigSize,random0-4000,1200,378100,729686
1751,selectionSort,bigSize,random0-4000,1300,441802,855319
1752,selectionSort,bigSize,random0-4000,1400,515117,991348
1753,selectionSort,bigSize,random0-4000,1500,588243,1137307
1754,selectionSort,bigSize,random0-4000,1600,672605,1292951
1755,selectionSort,bigSize,random0-4000,1700,744638,1458890
1756,selectionSort,bigSize,random0-4000,1800,825090,1634861
1757,selectionSort,bigSize,random0-4000,1900,984444,1820823
1758,selectionSort,bigSize,random0-4000,2000,1074840,2016741
1759,selectionSort,bigSize,random0-4000,2100,1116871,2222893
1760,selectionSort,bigSize,random0-4000,2200,1214972,2438368
1761,selectionSort,bigSize,random0-4000,2300,1404296,2664487
1762,selectionSort,bigSize,random0-4000,2400,1586329,2900393
1763,selectionSort,bigSize,random0-4000,2500,1600269,3146724
1764,selectionSort,bigSize,random0-4000,2600,1718359,3402708
1765,selectionSort,bigSize,random0-4000,2700,1875745,3668828
1766,selectionSort,bigSize,random0-4000,2800,1940268,3944318
1767,selectionSort,bigSize,random0-4000,2900,2084865,4230775
1768,selectionSort,bigSize,random0-4000,3000,2223412,4527290
1769,selectionSort,bigSize,random0-4000,3100,2372240,4832760
1770,selectionSort,bigSize,random0-4000,3200,2550246,5148772
1771,selectionSort,bigSize,random0-4000,3300,2697669,5475219
1772,selectionSort,bigSize,random0-4000,3400,2884700,5811166
1773,selectionSort,bigSize,random0-4000,3500,3070716,6156753
1774,selectionSort,bigSize,random0-4000,3600,3169655,6513059
1775,selectionSort,bigSize,random0-4000,3700,3408059,6878574
1776,selectionSort,bigSize,random0-4000,3800,3594751,7254818
1777,selectionSort,bigSize,random0-4000,3900,3755528,7640416
1778,selectionSort,bigSize,random0-4000,4000,3922224,8035996
1779,selectionSort,bigSize,random0-4000,4100,4243188,8442626
1780,selectionSort,smallSize,random0-4000,50,817,1509
1781,selectionSort,smallSize,random0-4000,100,2941,5594
1782,selectionSort,smallSize,random0-4000,150,7558,12169
1783,selectionSort,smallSize,random0-4000,200,12917,21251
1784,selectionSort,smallSize,random0-4000,250,20363,32869
1785,selectionSort,smallSize,random0-4000,300,27762,46973
1786,selectionSort,bigSize,random0-5,100,2921,5383
1787,selectionSort,bigSize,random0-5,200,12053,20755
1788,selectionSort,bigSize,random0-5,300,25680,46128
1789,selectionSort,bigSize,random0-5,400,45984,81508
1790,selectionSort,bigSize,random0-5,500,66113,126894
1791,selectionSort,bigSize,random0-5,600,92993,182298
1792,selectionSort,bigSize,random0-5,700,126835,247645
1793,selectionSort,bigSize,random0-5,800,185967,323027
1794,selectionSort,bigSize,random0-5,900,234882,408407
1795,selectionSort,bigSize,random0-5,1000,256797,503776
1796,selectionSort,bigSize,random0-5,1100,302783,609164
1797,selectionSort,bigSize,random0-5,1200,352783,724620
1798,selectionSort,bigSize,random0-5,1300,412645,849940
1799,selectionSort,bigSize,random0-5,1400,476104,985315
1800,selectionSort,bigSize,random0-5,1500,544841,1130694
1801,selectionSort,bigSize,random0-5,1600,618153,1286077
1802,selectionSort,bigSize,random0-5,1700,696530,1451459
1803,selectionSort,bigSize,random0-5,1800,778632,1626823
1804,selectionSort,bigSize,random0-5,1900,867582,1812245
1805,selectionSort,bigSize,random0-5,2000,1029773,2007587
1806,selectionSort,bigSize,random0-5,2100,1062184,2212941
1807,selectionSort,bigSize,random0-5,2200,1163426,2428324
1808,selectionSort,bigSize,random0-5,2300,1267342,2653732
1809,selectionSort,bigSize,random0-5,2400,1635179,2889113
1810,selectionSort,bigSize,random0-5,2500,1563691,3134523
1811,selectionSort,bigSize,random0-5,2600,1625505,3389917
1812,selectionSort,bigSize,random0-5,2700,1735881,3655300
1813,selectionSort,bigSize,random0-5,2800,1859527,3930613
1814,selectionSort,bigSize,random0-5,2900,1992474,4216026
1815,selectionSort,bigSize,random0-5,3000,2136301,4511406
1816,selectionSort,bigSize,random0-5,3100,2272403,4816807
1817,selectionSort,bigSize,random0-5,3200,2423660,5132182
1818,selectionSort,bigSize,random0-5,3300,2575322,5457583
1819,selectionSort,bigSize,random0-5,3400,2732181,5793004
1820,selectionSort,bigSize,random0-5,3500,2895566,6138381
1821,selectionSort,bigSize,random0-5,3600,3064873,6493775
1822,selectionSort,bigSize,random0-5,3700,3229146,6859182
1823,selectionSort,bigSize,random0-5,3800,3411140,7234530
1824,selectionSort,bigSize,random0-5,3900,3609701,7619886
1825,selectionSort,bigSize,random0-5,4000,3823479,8015245
1826,selectionSort,bigSize,random0-5,4100,4037684,8420700
1827,selectionSort,smallSize,random0-5,50,851,1429
1828,selectionSort,smallSize,random0-5,100,3560,5383
1829,selectionSort,smallSize,random0-5,150,7801,11817
1830,selectionSort,smallSize,random0-5,200,13480,20755
1831,selectionSort,smallSize,random0-5,250,21669,32195
1832,selectionSort,smallSize,random0-5,300,28322,46128
1833,selectionSort,bigSize,reverse4100-1,100,3956,6654
1834,selectionSort,bigSize,reverse4100-1,200,15829,26164
1835,selectionSort,bigSize,reverse4100-1,300,36420,59219
1836,selectionSort,bigSize,reverse4100-1,400,63916,105492
1837,selectionSort,bigSize,reverse4100-1,500,105197,165021
1838,selectionSort,bigSize,reverse4100-1,600,165815,237784
1839,selectionSort,bigSize,reverse4100-1,700,202942,323899
1840,selectionSort,bigSize,reverse4100-1,800,244308,423017
1841,selectionSort,bigSize,reverse4100-1,900,305207,535313
1842,selectionSort,bigSize,reverse4100-1,1000,354280,660485
1843,selectionSort,bigSize,reverse4100-1,1100,429029,798409
1844,selectionSort,bigSize,reverse4100-1,1200,501449,949652
1845,selectionSort,bigSize,reverse4100-1,1300,580647,1112890
1846,selectionSort,bigSize,reverse4100-1,1400,681314,1289078
1847,selectionSort,bigSize,reverse4100-1,1500,774945,1478998
1848,selectionSort,bigSize,reverse4100-1,1600,891615,1682090
1849,selectionSort,bigSize,reverse4100-1,1700,994459,1898594
1850,selectionSort,bigSize,reverse4100-1,1800,1110309,2128581
1851,selectionSort,bigSize,reverse4100-1,1900,1251536,2372330
1852,selectionSort,bigSize,reverse4100-1,2000,1372495,2629631
1853,selectionSort,bigSize,reverse4100-1,2100,1508573,2900938
1854,selectionSort,bigSize,reverse4100-1,2200,1730460,3185685
1855,selectionSort,bigSize,reverse4100-1,2300,1792212,3483500
1856,selectionSort,bigSize,reverse4100-1,2400,1957931,3795210
1857,selectionSort,bigSize,reverse4100-1,2500,2039791,4121340
1858,selectionSort,bigSize,reverse4100-1,2600,2209221,4460583
1859,selectionSort,bigSize,reverse4100-1,2700,2367961,4813160
1860,selectionSort,bigSize,reverse4100-1,2800,2548942,5178959
1861,selectionSort,bigSize,reverse4100-1,2900,2722276,5557879
1862,selectionSort,bigSize,reverse4100-1,3000,2915411,5949527
1863,selectionSort,bigSize,reverse4100-1,3100,3100241,6354445
1864,selectionSort,bigSize,reverse4100-1,3200,3335366,6772314
1865,selectionSort,bigSize,reverse4100-1,3300,3485137,7203388
1866,selectionSort,bigSize,reverse4100-1,3400,3683517,7647932
1867,selectionSort,bigSize,reverse4100-1,3500,3983994,8106393
1868,selectionSort,bigSize,reverse4100-1,3600,4274844,8577473
1869,selectionSort,bigSize,reverse4100-1,3700,4443374,9061219
1870,selectionSort,bigSize,reverse4100-1,3800,4614152,9558560
1871,selectionSort,bigSize,reverse4100-1,3900,4853072,10068746
1872,selectionSort,bigSize,reverse4100-1,4000,5085971,10591462
1873,selectionSort,bigSize,reverse4100-1,4100,5356906,11127614
1874,selectionSort,smallSize,reverse4100-1,50,1050,1734
1875,selectionSort,smallSize,reverse4100-1,100,3366,6654
1876,selectionSort,smallSize,reverse4100-1,150,8379,14687
1877,selectionSort,smallSize,reverse4100-1,200,13886,26164
1878,selectionSort,smallSize,reverse4100-1,250,22168,40999
1879,selectionSort,smallSize,reverse4100-1,300,34093,59219
1880,shellCiurSort,bigSize,almost0-4000,100,439,820
1881,shellCiurSort,bigSize,almost0-4000,200,971,1958
1882,shellCiurSort,bigSize,almost0-4000,300,1555,3158
1883,shellCiurSort,bigSize,almost0-4000,400,2285,4558
1884,shellCiurSort,bigSize,almost0-4000,500,2839,5958
1885,shellCiurSort,bigSize,almost0-4000,600,3577,7432
1886,shellCiurSort,bigSize,almost0-4000,700,4522,9037
1887,shellCiurSort,bigSize,almost0-4000,800,5673,10850
1888,shellCiurSort,bigSize,almost0-4000,900,6684,12653
1889,shellCiurSort,bigSize,almost0-4000,1000,7836,14479
1890,shellCiurSort,bigSize,almost0-4000,1100,9003,16288
1891,shellCiurSort,bigSize,almost0-4000,1200,9882,18106
1892,shellCiurSort,bigSize,almost0-4000,1300,12282,19914
1893,shellCiurSort,bigSize,almost0-4000,1400,12361,21745
1894,shellCiurSort,bigSize,almost0-4000,1500,13441,23569
1895,shellCiurSort,bigSize,almost0-4000,1600,16129,25539
1896,shellCiurSort,bigSize,almost0-4000,1700,17288,27394
1897,shellCiurSort,bigSize,almost0-4000,1800,19106,29244
1898,shellCiurSort,bigSize,almost0-4000,1900,21946,31112
1899,shellCiurSort,bigSize,almost0-4000,2000,22819,33017
1900,shellCiurSort,bigSize,almost0-4000,2100,25281,34893
1901,shellCiurSort,bigSize,almost0-4000,2200,26911,36775
1902,shellCiurSort,bigSize,almost0-4000,2300,28954,38640
1903,shellCiurSort,bigSize,almost0-4000,2400,31546,40503
1904,shellCiurSort,bigSize,almost0-4000,2500,34522,42385
1905,shellCiurSort,bigSize,almost0-4000,2600,36627,44274
1906,shellCiurSort,bigSize,almost0-4000,2700,39585,46188
1907,shellCiurSort,bigSize,almost0-4000,2800,44137,48160
1908,shellCiurSort,bigSize,almost0-4000,2900,45987,50015
1909,shellCiurSort,bigSize,almost0-4000,3000,47577,51856
1910,shellCiurSort,bigSize,almost0-4000,3100,55270,53837
1911,shellCiurSort,bigSize,almost0-4000,3200,55902,55664
1912,shellCiurSort,bigSize,almost0-4000,3300,58081,57489
1913,shellCiurSort,bigSize,almost0-4000,3400,59707,59328
1914,shellCiurSort,bigSize,almost0-4000,3500,64690,61152
1915,shellCiurSort,bigSize,almost0-4000,3600,67734,63082
1916,shellCiurSort,bigSize,almost0-4000,3700,68567,64821
1917,shellCiurSort,bigSize,almost0-4000,3800,70126,66571
1918,shellCiurSort,bigSize,almost0-4000,3900,71302,68318
1919,shellCiurSort,bigSize,almost0-4000,4000,76235,70390
1920,shellCiurSort,bigSize,almost0-4000,4100,82884,72990
1921,shellCiurSort,smallSize,almost0-4000,50,214,332
1922,shellCiurSort,smallSize,almost0-4000,100,444,820
1923,shellCiurSort,smallSize,almost0-4000,150,688,1358
1924,shellCiurSort,smallSize,almost0-4000,200,970,1958
1925,shellCiurSort,smallSize,almost0-4000,250,1244,2558
1926,shellCiurSort,smallSize,almost0-4000,300,1521,3158
1927,shellCiurSort,bigSize,random0-4000,100,945,1220
1928,shellCiurSort,bigSize,random0-4000,200,2251,2863
1929,shellCiurSort,bigSize,random0-4000,300,3939,4656
1930,shellCiurSort,bigSize,random0-4000,400,6671,6802
1931,shellCiurSort,bigSize,random0-4000,500,9634,8862
1932,shellCiurSort,bigSize,random0-4000,600,13535,11122
1933,shellCiurSort,bigSize,random0-4000,700,19249,13267
1934,shellCiurSort,bigSize,random0-4000,800,25178,15361
1935,shellCiurSort,bigSize,random0-4000,900,31909,17801
1936,shellCiurSort,bigSize,random0-4000,1000,38061,20328
1937,shellCiurSort,bigSize,random0-4000,1100,44271,22561
1938,shellCiurSort,bigSize,random0-4000,1200,50433,25235
1939,shellCiurSort,bigSize,random0-4000,1300,56317,27403
1940,shellCiurSort,bigSize,random0-4000,1400,62175,29956
1941,shellCiurSort,bigSize,random0-4000,1500,68589,32312
1942,shellCiurSort,bigSize,random0-4000,1600,74714,34586
1943,shellCiurSort,bigSize,random0-4000,1700,81440,37071
1944,shellCiurSort,bigSize,random0-4000,1800,85870,39995
1945,shellCiurSort,bigSize,random0-4000,1900,92466,42721
1946,shellCiurSort,bigSize,random0-4000,2000,98075,45016
1947,shellCiurSort,bigSize,random0-4000,2100,104267,47843
1948,shellCiurSort,bigSize,random0-4000,2200,110201,50563
1949,shellCiurSort,bigSize,random0-4000,2300,116419,52865
1950,shellCiurSort,bigSize,random0-4000,2400,121070,54834
1951,shellCiurSort,bigSize,random0-4000,2500,126851,57948
1952,shellCiurSort,bigSize,random0-4000,2600,131793,60349
1953,shellCiurSort,bigSize,random0-4000,2700,138764,63777
1954,shellCiurSort,bigSize,random0-4000,2800,145626,66142
1955,shellCiurSort,bigSize,random0-4000,2900,151225,68384
1956,shellCiurSort,bigSize,random0-4000,3000,157438,71122
1957,shellCiurSort,bigSize,random0-4000,3100,162569,73738
1958,shellCiurSort,bigSize,random0-4000,3200,166495,75902
1959,shellCiurSort,bigSize,random0-4000,3300,173647,78670
1960,shellCiurSort,bigSize,random0-4000,3400,179556,81866
1961,shellCiurSort,bigSize,random0-4000,3500,187736,85506
1962,shellCiurSort,bigSize,random0-4000,3600,192449,87660
1963,shellCiurSort,bigSize,random0-4000,3700,197560,90283
1964,shellCiurSort,bigSize,random0-4000,3800,204575,92992
1965,shellCiurSort,bigSize,random0-4000,3900,210690,95480
1966,shellCiurSort,bigSize,random0-4000,4000,218160,98724
1967,shellCiurSort,bigSize,random0-4000,4100,224849,101025
1968,shellCiurSort,smallSize,random0-4000,50,362,476
1969,shellCiurSort,smallSize,random0-4000,100,917,1220
1970,shellCiurSort,smallSize,random0-4000,150,1546,2036
1971,shellCiurSort,smallSize,random0-4000,200,2219,2863
