size,time_ns,operations
100,3496,7626
200,15333,30014
300,37454,67077
400,72559,121154
500,114338,190311
600,168444,272489
700,220929,370100
800,284538,482346
900,357625,612127
1000,448060,752147
1100,542799,912056
1200,654389,1081379
1300,754402,1269166
1400,872047,1465696
1500,1005133,1677908
1600,1127139,1908267
1700,1275623,2158359
1800,1434898,2422450
1900,1576620,2702972
2000,1753973,3005208
2100,1916036,3315165
2200,2141421,3637240
2300,2354609,3969799
2400,2517306,4313370
2500,2706526,4693231
2600,2946404,5073887
2700,3164791,5470020
2800,3402949,5880347
2900,3651246,6310869
3000,3936781,6750076
3100,4147498,7213024
3200,4451361,7691106
3300,4803688,8173937
3400,5115310,8685321
3500,5422447,9216040
3600,5714959,9735018
3700,6106065,10276857
3800,6589192,10851615
3900,6970342,11444625
4000,7252888,12047825
4100,7659692,12647152
