size,time_ns,operations
100,5845,7454
200,22681,29581
300,49256,66275
400,87774,119193
500,143098,187946
600,201023,271467
700,271355,371260
800,359535,485994
900,449256,616692
1000,550292,760000
1100,665484,922004
1200,782553,1088777
1300,919457,1280768
1400,1071932,1486467
1500,1223346,1703190
1600,1384621,1940109
1700,1567110,2184987
1800,1744947,2446656
1900,1945455,2730754
2000,2154459,3018397
2100,2359250,3322817
2200,2608858,3636530
2300,2840141,3969423
2400,3081272,4331801
2500,3350117,4702164
2600,3614370,5081876
2700,3932908,5481596
2800,4249434,5879402
2900,4546413,6313575
3000,4883280,6748914
3100,5471982,7209833
3200,5822853,7665404
3300,6257740,8169810
3400,6412162,8666194
3500,7210469,9169395
3600,7646958,9694138
3700,8145240,10253291
3800,8573269,10808875
3900,9825019,11384689
4000,10285857,11981332
4100,10576751,12593820
