size,time_ns,operations
100,1789,414
200,2575,814
300,3068,1214
400,4103,1614
500,4836,2014
600,5194,2414
700,6076,2814
800,6700,3214
900,7468,3614
1000,8180,4014
1100,9206,4414
1200,9686,4814
1300,10236,5214
1400,11008,5614
1500,11685,6014
1600,12610,6414
1700,13601,6814
1800,13776,7214
1900,14339,7614
2000,15116,8014
2100,16255,8414
2200,16456,8814
2300,17329,9214
2400,18346,9614
2500,18542,10014
2600,19485,10414
2700,19892,10814
2800,20572,11214
2900,21397,11614
3000,22345,12014
3100,22768,12414
3200,23960,12814
3300,24034,13214
3400,24946,13614
3500,25798,14014
3600,26086,14414
3700,27164,14814
3800,27605,15214
3900,28486,15614
4000,28849,16014
4100,30062,16414
