size,time_ns,operations
100,2723,5148
200,6888,19762
300,13077,43542
400,22449,79036
500,33816,127298
600,47702,183206
700,64023,252652
800,83047,332228
900,108421,423764
1000,131526,520182
1100,159437,634350
1200,189373,741586
1300,215904,872042
1400,249341,1015190
1500,283616,1157192
1600,322628,1320260
1700,359911,1480436
1800,448558,1654794
1900,448362,1853958
2000,489302,2042196
2100,539078,2238084
2200,585606,2435316
2300,638111,2655166
2400,696656,2905084
2500,755948,3161300
2600,814318,3404874
2700,876605,3674998
2800,935857,3928904
2900,1008096,4225522
3000,1076956,4509600
3100,1146201,4812746
3200,1212896,5108630
3300,1298108,5454042
3400,1371237,5773948
3500,1447387,6097162
3600,1528234,6431698
3700,1621553,6821274
3800,1701732,7181782
3900,1790868,7561270
4000,1912699,7970496
4100,2035806,8377730
