size,time_ns,operations
100,5225,7239
200,18316,29113
300,38413,64737
400,65795,113247
500,99848,175996
600,142225,254144
700,189434,347336
800,248211,457048
900,318887,580004
1000,382994,717350
1100,463033,868536
1200,538838,1024100
1300,622064,1193774
1400,716875,1385260
1500,813598,1589685
1600,935661,1811875
1700,1053219,2050898
1800,1164050,2300485
1900,1305961,2556463
2000,1435161,2843082
2100,1600115,3129675
2200,1718730,3430777
2300,1876761,3756598
2400,2062228,4085260
2500,2195893,4440134
2600,2546882,4800336
2700,2608116,5185753
2800,2780980,5584255
2900,2976351,5983546
3000,3278075,6400449
3100,3589026,6829147
3200,3658096,7284465
3300,3876258,7735578
3400,4150507,8205422
3500,4539158,8695269
3600,4875576,9211654
3700,5172546,9730129
3800,5598235,10248440
3900,6084867,10796732
4000,6432110,11352336
4100,6908208,11934564
