size,time_ns,operations
100,3364,1656
200,6518,3256
300,9783,4856
400,13170,6456
500,16110,8056
600,19071,9656
700,22681,11256
800,25668,12856
900,28417,14456
1000,31509,16056
1100,34686,17656
1200,38093,19256
1300,41555,20856
1400,44069,22456
1500,47115,24056
1600,50319,25656
1700,53742,27256
1800,56608,28856
1900,59684,30456
2000,62837,32056
2100,65846,33656
2200,69030,35256
2300,72083,36856
2400,75285,38456
2500,78313,40056
2600,81583,41656
2700,84498,43256
2800,87982,44856
2900,90786,46456
3000,94111,48056
3100,97074,49656
3200,100431,51256
3300,103389,52856
3400,106458,54456
3500,109749,56056
3600,112893,57656
3700,115744,59256
3800,119141,60856
3900,122124,62456
4000,124950,64056
4100,128466,65656
