size,time_ns,operations
100,1942,3026
200,2684,11567
300,3435,24904
400,5460,42381
500,5945,64749
600,7141,93347
700,8813,127944
800,10506,169378
900,12567,215782
1000,15614,268321
1100,17198,324846
1200,20232,377725
1300,23353,436124
1400,25867,505703
1500,29547,578931
1600,32930,661387
1700,37557,750807
1800,40753,842859
1900,45847,933197
2000,49623,1044253
2100,55275,1146000
2200,62281,1254046
2300,64285,1377023
2400,68419,1492570
2500,72426,1626307
2600,78323,1757229
2700,83806,1903044
2800,89799,2053795
2900,96875,2197495
3000,112105,2349154
3100,106623,2502974
3200,115676,2674595
3300,121277,2835083
3400,127244,3005139
3500,134027,3184130
3600,140086,3382860
3700,148821,3573465
3800,163815,3754303
3900,161357,3955066
4000,168093,4157931
4100,176155,4372978
